,1G3A,1G3B,1G3C,1G5A,1G5B,1G5C,1G7A,1G7B,1G7C,1G10A,1G10B,1G10C
0,-0.7265001388719559,-0.6097474261029932,-0.033572501270756415,-0.025505840033103123,-0.09339379295678069,0.055542459581713374,0.0513795893981168,-0.026261381208894798,0.001470135373147437,-0.009478295972266876,0.008108230854507657,-0.28867513459481275
1,-0.23713096103803785,-0.0611195680475768,0.44277100434824473,0.04662734134970928,-0.000685386686040209,0.2624608911980141,0.1325303321482578,-0.11003586460229016,0.3235376797593321,-0.09339173563405885,0.668223529234316,0.28867513459481353
2,-0.07300753682743086,0.03160885730310777,0.5152723718216738,0.028413183374730176,0.843864712072433,0.11616794979677832,-0.009636765576649544,0.0407718219154618,-4.489038484174185e-17,-3.965637070470391e-17,-4.221764839671027e-17,3.0421891953222635e-17
3,-0.1183755033861797,0.8696027395625637,-0.043520271789690305,-0.38019859041476134,-0.18998285588148556,-0.2153059936950796,0.029718292067718276,-5.4334625180595e-18,-1.0599274451851907e-17,-1.571183421093981e-17,1.521398057249149e-18,-1.1074293965277136e-17
4,-0.08051641467043781,0.030580000638345522,0.11378227984760399,0.4893753832062912,0.15038468386280657,0.18418532697609893,-0.48901636895366574,-0.2094701239942698,0.4667822924473347,-0.0927636338308984,-0.17439038183710995,-0.3790645885441528
5,-0.14323717498380942,0.06675366188296517,0.23858184241479893,-0.38296753190239724,-0.08313085475193344,-0.09744225438119912,0.06051946998930415,-0.3930451194048761,-0.11854477914979919,0.690114374478717,0.06805322076181423,0.3192912069539029
6,-0.10391281169269531,0.07660805592615631,0.9840721060524472,0.03284622599330479,0.03284622599330479,0.07940042145233847,0.032846225993304806,0.032846225993304806,0.032846225993304806,0.032846225993304806,0.032846225993304806,0.032846225993304806
7,-0.2855561705115736,-0.312459459586399,-0.36392073189149804,0.4102181894334341,0.2720454192449848,0.26759801410985673,0.09005513334415528,0.21018184302704837,0.4148430969940216,-0.28088676451809635,-0.2517674732561711,-0.08846878484991404
8,0.25192835856857626,-0.5548590044178106,0.2246001702536407,0.11379720148842135,0.13150926575885763,0.1265111467263676,0.18442910665544748,0.12870026773676246,0.060615850279686447,-0.43492676633559735,-0.5012287983986659,0.19319693209966815
9,-0.1501436115294275,-0.16641533047334514,0.0021111839812084786,0.2561892388588795,0.03626081746870187,0.20834392286767578,-0.40449095781891303,0.17176069743015687,-0.0562623540218598,0.6740586766675479,-0.4081312382754004,0.1489868502587006
10,-0.0870388279778489,-0.8191496503665873,-0.15426954629228798,-0.15426954629228798,-0.15426954629228798,-0.15426954629228803,-0.15426954629228803,-0.15426954629228803,0.3274542052096521,-0.15426954629228803,-0.15426954629228803,-0.15426954629228803
