,1G3A,1G3B,1G3C,1G5A,1G5B,1G5C,1G7A,1G7B,1G7C,1G10A,1G10B,1G10C
0,0.726497080779885,0.6097513345041884,0.03357143617102572,0.0255073830946228,0.09339227734215629,0.055542777063976194,0.0513770315451064,-0.026264562703615022,-0.0014703540851531333,0.009478946478896022,-0.008108260812034711,-0.28867513459481287
1,0.2371315865847573,-0.06111964048730408,0.44277102767938425,-0.04662787071211977,0.0006771223459333657,-0.26246039612027855,0.13252760151223547,-0.1100361184987349,-0.3235362500629887,0.09339135359478087,0.6682246964783156,0.2886751345948128
2,-0.11837531162436138,0.8696013434532269,0.043518157966608684,0.38020208528628335,0.17057001117042586,-0.23257635448778963,-0.012142650280074116,-3.936124564474997e-17,-4.8127075126990547e-17,-5.693388889495436e-17,-9.846012643538136e-18,-5.605351003384366e-17
3,-0.07055987477302904,-0.03827172617164534,-0.5151881284563045,0.027927008278473893,0.09564757303561859,0.1327573261291448,-0.7065559485870906,-0.059776143074541946,-0.059776143074541946,-0.05977614307454193,-0.059776143074541925,0.4325168552534359
4,-0.08051466306993137,0.030577562026063203,-0.11377905628604272,-0.4893761895275224,0.16543004727503607,0.17302579933648451,0.03789953691685769,0.17462541558232605,-0.3187140720507081,-0.21119454800101758,0.05694536436056879,-0.7081579367708442
5,-0.14323813878089456,0.06675106356205907,0.2385806921661179,0.38296468184175053,-0.10491497137617362,-0.08149998598822376,-0.02304022470873238,-0.27753596078748116,-0.08318823397131969,0.7475297965461563,0.23298376180055344,0.2371401784201847
6,-0.10391294799850365,-0.07660787103768787,-0.889916870125483,-0.14138892909166448,-0.14138892909166448,0.17735462622073545,-0.14138892909166445,-0.14138892909166445,-0.14138892909166445,-0.14138892909166445,-0.14138892909166442,-0.14138892909166442
7,-0.285555014798544,-0.31248251182937886,-0.36390879812372223,0.41021640428955936,0.27204591324875177,0.26759832018076757,0.09005902123733682,0.21017685063765723,0.4148414535085402,-0.2808840013605737,-0.2517645382289001,-0.08847875121165984
8,0.25192817827229547,-0.55485756704763,0.22459891255811829,0.11379777396463274,0.13150954567865344,0.12651150920185916,0.1844285124795576,0.12870059405376985,0.060617301171041714,-0.4349291594602454,-0.5012289164953269,0.19319619310251146
9,-0.15014430366108894,-0.16641479644808677,0.002110670366595663,0.2561888857177756,0.03626032878821224,0.20834353656293708,-0.4044917216744242,0.17176032905518865,-0.056256806572919496,0.6740586536708377,-0.40813201535686494,0.14898644388435897
