	Olin1	Olin2	Olin3	Olin4	Olin5	Olin6	Olin7	Olin8	Olin9	Olin10	Olin11	Olin12	Olin13	Olin14	Olin15	Olin16	Olin17	Olin18	Olin19	Olin20	Olin21	Olin22	Olin23	Olin24	Olin25	Olin26	Olin27	Olin28	Olin29	Olin30	Olin31	Olin32	Olin33	Olin34	Olin35	Olin36	Olin37	Olin38	Olin39	Olin40	Olin41	Olin42	Olin43	Olin44	Olin45	Olin46	Olin47	Olin48	Olin49	Olin50	Olin51	Olin52	Olin53	Olin54	Olin55	Olin56	Olin57	Olin58	Olin59	Olin60	Olin61	Olin62	Olin63	Olin64	Olin65	Olin66	Olin67	Olin68	Olin69	Olin70	Olin71	Olin72	Olin73	Olin74	Olin75	Olin76	Olin77	Olin78	Olin79	Olin80	Olin81	Olin82	Olin83	Olin84	Olin85	Olin86	Olin87	Olin88	
rhodopseudomonas spp.	0.0238268131070164291549423600	0.020815697811576303409611300	0.0161592107501275727164483800	0.0370736529906080079090459700	0.0108230964879051896747659500	0.0108028480235698502332433100	0.0036931713262178232448203300	0.0099348439815543063409141700	0.0064283877603497042941630200	0.0064106086415004487426049100	0.0466250627645075676063410100	0.0573783740100210117989332500	0.0084932001316446020404913300	0.0137985203740460446010635500	0.0128256987539340364447163100	0.0034554548674401126478286800	0.0050873325419704934712565700	0.03664837227595330461054400	0.0247520214150822317155901100	0.0341089409915320846494935600	0.0285423037716615698267074400	0.0367806867957334403316949200	0.0025003125390673834229278700	0.0023222869882260049696941500	0.0040879731828959202027634700	0.0566214134284924219480399800	0.0304987203797753702942463500	0.0356071010732997609237499400	0.0252328302059916502270954700	0.0635206309716009845697800600	0.0090670051681929458699791500	0.0104371059992485283680541100	0.0135585650252827359589095700	0.0359741640094840977843185300	0.0309237241929314876752683400	0.0375194297046684890389666100	0.0264575462213332486691854300	0.0687909982065204039014323300	0.0121762749964876129817824200	0.0180370532608415573707129800	0.0110767619603854713162214100	0.0306553163392836088381635100	0.0339801112328539132605650400	0.0584390918565125497949761900	0.0397978270386436900545230200	0.0500430057080303385722104900	0.0225532114833435136024056800	0.0275371013266982032041384300	0.0711699240593447674464074800	0.0841912167342021684371919800	0.065438908105076189585865200	0.0376436806765357308564375100	0.021805312109496213423685600	0	0.0326350786301425744997654400	0.0457406168206883115783053900	0.0568804247071711468778966900	0.0690006123804348763595276900	0.0672378015557436153070333100	0.023417938140615711635112500	0.0555852925433359410384156100	0.1008049349281576769728428500	0.0082727811711500544624760400	0.0132821527713211757361633200	0.0128101114479695973354968200	0.0164110332639020387552862500	0.0164330227913385329102883400	0.0082836315440689198144466500	0.0434651145211278252324438700	0.043745329274738895065891400	0.0303939574225924105641635800	0.028257989161491268281349100	0.0417041352256584691975863700	0.0367889821714932553532685600	0.0508003883407464270393533700	0.0347795250889946671394863500	0.0398242510102955481710223100	0.0621221268516331119685714500	0.028524031496535831437986500	0.0290037221443418572050079800	0.0286184445875366673821277800	0.0078614034570521702386918600	0.028270497923205729487579100	0.063708131812124719286044200	0.03039648883485068651582100	0.020144464588909033353477800	0.0674651032275783013122858100	0.019993442150974480370438500	
ochrobactrum intermedium	0	0	0	0	0	0	0	0	0	0	0	0.0008081461128171973492807500	0	0	0	0	0	0	0.0018334830677838690159696400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010719837058476711153990500	0	0.0008189404548395286178741900	0	0.0008589072981353122557482400	0	0	0.0006934716578133451685829600	0.0029219545928256274897488100	0.0055716957854101166076332200	0.0015638439283759480803815800	0.000939717145139313066766900	0	0	0.0006844814368634322637170100	0.0006677439602558794855700500	0	0.0008386658503652389778340600	0	0	0	0.00070222746552063144293700	0	0	0	0	0	0.0013787968618583424104126700	0	0	0.0050495486965852426939342300	0.0012640786762568102238683300	0.0020709078860172299536116600	0	0	0	0.0006279553146998059618077600	0.0045613897903063950684860100	0.0122629940571644184510895200	0.0005644487593416269671039300	0	0	0.0061247167318511518842253500	0.0007506324078035745115259600	0.00543819790206409822593900	0.0006504191951712878950483600	0	0.0007248845621334802432712600	0	0	0	0	0	
fibrobacter spp.	0.0045384405918126531723699700	0	0	0	0	0	0	0	0.001285677552069940858832600	0	0	0.0024244383384515920478422500	0	0	0	0	0.0008478887569950822452094300	0	0	0	0.0013591573224600747536527400	0	0	0	0.0013626577276319734009211600	0.0052671082259062718091200	0	0	0.0022938936550901500206450400	0.0026466929571500410237408400	0.0007555837640160788224982600	0.0073059741994739698576378700	0.006380501188368346333604500	0.0008175946365791840405526900	0	0	0.0010583018488533299467674200	0	0	0	0	0.0023581012568679699106279600	0.0062412449203201065172466400	0.000973984864275209163249600	0	0	0	0	0.0015641741551504344493715900	0.0034224071843171613185850400	0.0013354879205117589711401100	0.0008754344343380402524752900	0.0008386658503652389778340600	0	0.0040793848287678218124706800	0.0025411453789271284210169700	0.0154490042414538917446139200	0.0077625688927989235904468700	0.013911269287395230753179300	0.0009006899284852196782735600	0.0010293572693210359451558400	0.0075227563379222146994658800	0	0	0	0	0	0	0.0018897875878751228361932100	0.0009113610265570603138727400	0.0051734395612923252024108200	0.0025118212587992238472310300	0.0071678982419100493933351600	0.0009433072351664937270068900	0.0141112189835406741775981600	0.0054556117786658301395272700	0.0032642828696963564074608400	0.0052497571987295587579074500	0.0142620157482679157189932500	0.0012084884226809107168753300	0.0208134142454812126415474800	0.0009826754321315212798364800	0.0101483838698687234057976300	0.0132725274608593165179258800	0.010379288870436819785890100	0.0028777806555584333362111100	0.002388145246993922170346400	0.0015994753720779584296350800	
cloacibacterium normanense	0.0068076608877189797585549600	0.0055508527497536809092296800	0.0051029086579350229630889600	0.0066542454085706680862390200	0.0040586611829644461280372300	0.0088386938374662410999263400	0.0073863426524356464896406500	0.023181302623626714795466400	0.0167138081769092311648238600	0.0009158012345000641060864200	0.0035865432895775052004877700	0	0.0021233000329111505101228300	0.0031842739324721641387069700	0	0.0051831823011601689717430200	0.0016957775139901644904188600	0.001787725476875770956611900	0	0	0	0	0	0	0.0013626577276319734009211600	0	0	0	0	0.0013233464785750205118704200	0.0015111675280321576449965200	0.0041748423996994113472216400	0.0015951252970920865834011300	0.0049055678194751042433161600	0.0284823775461211070693261100	0.0128638044701720533847885500	0.0052915092442666497338370900	0.0081894045483952861787419400	0.0121762749964876129817824200	0.0309206627328712412069365400	0.0040279134401401713877168800	0	0	0	0	0.0007819219641879740401907900	0.0018794342902786261335338100	0.0068842753316745508010346100	0	0	0.0020032318807676384567101600	0.0035017377373521610099011600	0.0008386658503652389778340600	0	0.0010198462071919554531176700	0.0016940969192847522806779800	0	0	0.0011592724406162692294316100	0.0018013798569704393565471200	0.0010293572693210359451558400	0.0015045512675844429398931800	0.005515187447433369641650700	0	0.0010675092873307997779580700	0	0	0.0010354539430086149768058300	0	0	0.0006466799451615406503013500	0.0031397765734990298090387900	0.0019548813387027407436368600	0	0	0.0006819514723332287674409100	0	0	0	0.0012084884226809107168753300	0.0201629950503099247464991200	0.0137574560498412979177107600	0.0152225758048030851086964400	0.0270759560201530056965687900	0.0155689333056552296788351500	11.741345074678408011741345070	0.0668680669158298207696992100	0.0207931798370134595852560400	
escherichia vulneris	0.0011346101479531632930924900	0	0.0017009695526450076543629900	0	0	0.0019641541861036091333169700	0	0	0	0	0.0059775721492958420008129500	0.008081461128171973492807500	0.0010616500164555752550614200	0	0	0	0.0008478887569950822452094300	0.0089386273843788547830595100	0.0073339322711354760638785500	0	0	0	0	0	0	0.0052671082259062718091200	0.0053041252834391948337819700	0	0	0	0	0	0.0007975626485460432917005600	0.0073583517292126563649742500	0.010579168802844982625749700	0	0	0.0008189404548395286178741900	0	0	0	0.0047162025137359398212559200	0.0145629048140802485402421600	0.0116878183713025099589952400	0.0111433915708202332152664500	0.0046915317851278442411447300	0	0	0.0039104353878760861234289800	0.0047913700580440258460190600	0.0040064637615352769134203200	0.0035017377373521610099011600	0.0176119828576700185345152900	0	0	0	0	0	0	0.0054041395709113180696413500	0	0	0.0027575937237166848208253500	0.0053128611085284702944653300	0.003202527861992399333874200	0.0012623871741463106734835600	0.0050563147050272408954733300	0.003106361829025844930417500	0	0.0045568051327853015693636900	0.0038800796709692439018081200	0.0069075084616978655798853400	0.0208520676128292345987931900	0.0150929157626638996321101800	0.0028222437967081348355196300	0.0047736603063326013720863600	0.0013057131478785425629843400	0.0087495953312159312631790800	0	0.0193358147628945714700053200	0.0026016767806851515801934300	0.0019653508642630425596729700	0	0	0	0	0	0	
micrococcus luteus	0.0011346101479531632930924900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008137822156034602019807500	0.0010719837058476711153990500	0.0010583018488533299467674200	0	0	0.0008589072981353122557482400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
inquilinus spp.	0.0034038304438594898792774800	0.0013877131874384202273074200	0	0	0	0	0	0	0	0.0009158012345000641060864200	0	0	0	0	0	0	0	0.0008938627384378854783059500	0	0	0	0	0	0	0	0.0013167770564765679522800	0.0026520626417195974168909900	0	0	0.0013233464785750205118704200	0	0	0.0015951252970920865834011300	0	0	0	0	0	0	0	0	0.0023581012568679699106279600	0.0006934716578133451685829600	0	0.0007959565407728738010904600	0.0007819219641879740401907900	0	0	0	0.0027379257474537290548680300	0.0013354879205117589711401100	0	0.0008386658503652389778340600	0	0	0.0008470484596423761403389900	0.0035111373276031572146849800	0.0017250153095108719089881900	0.0046370897624650769177264300	0.0009006899284852196782735600	0.0041174290772841437806233800	0.0030091025351688858797863500	0	0	0	0	0	0	0.0037795751757502456723864200	0.0045568051327853015693636900	0.0038800796709692439018081200	0	0.0006516271129009135812122900	0	0.0050800388340746427039353400	0.0034097573616661438372045400	0.0039171394436356276889530100	0.0034998381324863725052716300	0.0015012648156071490230519200	0.00362546526804273215062600	0.0052033535613703031603868700	0.0009826754321315212798364800	0.0057990764970678419461700700	0.0031854065906062359643022100	0.0074137777645977284184929300	0	0.010149617299724169223972200	0	
rhodocyclus spp.	0.0022692202959063265861849900	0	0	0.0009506064869386668694627200	0	0.0009820770930518045666584800	0	0	0	0	0.0011955144298591684001625900	0.0008081461128171973492807500	0	0	0	0	0	0	0	0	0.0013591573224600747536527400	0	0	0	0	0	0	0	0	0	0	0	0.0007975626485460432917005600	0.0008175946365791840405526900	0	0	0	0	0.0009366365381913548447524900	0	0	0.0023581012568679699106279600	0	0	0	0	0.000939717145139313066766900	0	0.0015641741551504344493715900	0.0006844814368634322637170100	0	0.0008754344343380402524752900	0	0	0.0010198462071919554531176700	0.0008470484596423761403389900	0.00070222746552063144293700	0	0	0	0	0.0015045512675844429398931800	0	0	0	0	0	0	0	0.0009113610265570603138727400	0.0006466799451615406503013500	0	0.0006516271129009135812122900	0	0.0016933462780248809013117800	0.0006819514723332287674409100	0.0006528565739392712814921700	0.0008749595331215931263179100	0.0007506324078035745115259600	0.0030212210567022767921883300	0.0032520959758564394752417900	0.0009826754321315212798364800	0.0007248845621334802432712600	0.0015927032953031179821511100	0.0007413777764597728418492900	0	0.002388145246993922170346400	0	
pleomorphomonas spp.	0.0204229826631569392756648800	0.0013877131874384202273074200	0.0059533934342575267902704500	0.0038024259477546674778508700	0.0094702094269170409654202100	0.0157132334888288730665357200	0.0018465856631089116224101600	0.0033116146605181021136380600	0.0038570326562098225764978100	0.0036632049380002564243456600	0.0071730865791550104009755400	0.0088896072409891708420882500	0.0371577505759451339271495800	0.042456985766295521849426300	0.03551731962627887015459900	0.0034554548674401126478286800	0.0042394437849754112260471400	0.0035754509537515419132238100	0.0045837076694596725399240900	0.0400409307291898385015793900	0.0271831464492014950730547100	0.0401243855953455712709399100	0.0025003125390673834229278700	0.0023222869882260049696941500	0.0013626577276319734009211600	0.0144845476212422474750799900	0.0238685637754763767520188800	0.0381504654356783152754463600	0.048171766756893150433545900	0.0489638197072757589392054600	0.0052890863481125517574878400	0.0041748423996994113472216400	0.006380501188368346333604500	0.0073583517292126563649742500	0.0032551288624138408079229800	0.0214396741169534223079809200	0.0158745277327999492015112600	0.0262060945548649157719742200	0.0103030019201049032922774300	0.0111657948757590593247270800	0.0120837403204205141631506300	0.0117905062843398495531398100	0.0131759614984535582030762400	0.0097398486427520916324960300	0.0063676523261829904087236800	0.0132926733911955586832434100	0.0084574543062538176009021300	0.0108181469497742941159115300	0.0250267864824069511899454900	0.0212189245427664001752272500	0.0220355506884440230238117500	0.0131315165150706037871293600	0.0100639902043828677340087400	0.0210526315789473684210526300	0.0122381544863034654374120400	0.0118586784349932659647458400	0.0217690514311395747310468800	0.0241502143331522067258346900	0.0185483590498603076709057400	0.0036027597139408787130942300	0.0123522872318524313418701400	0.0180546152110133152787181200	0.0068939843092917120520633700	0.0053128611085284702944653300	0.0021350185746615995559161400	0.0037871615224389320204506700	0.0075844720575408613432100	0.003106361829025844930417500	0.015118300703000982689545700	0.0246067477170406284745639100	0.02198711813549238211024600	0.016326838182194955007001700	0.0267167116289374568297037700	0.0103763795868314309970757500	0.0225779503736650786841570500	0.0225043985869965493255499900	0.0300314024012064789486397700	0.0192491097286750487789939700	0.0270227666809286824149345800	0.0175230821288732053946923200	0.0292688637827079552771761400	0.0098267543213152127983648300	0.0152225758048030851086964400	0.0254832527248498877144176800	0.0140861777527356839951365600	0.0086333419666753000086333400	0.0394043965753997158107156100	0.0175942290928575427259858800	
enterobacter spp.	0.0079422710356721430516474500	0.013877131874384202273074200	0.013607756421160061234903900	0.0237651621734666717365679300	0.0135288706098814870934574400	0.0049103854652590228332924100	0.0018465856631089116224101600	0.0008279036651295255284095100	0.0025713551041398817176652100	0.0009158012345000641060864200	0.0047820577194366736006503600	0.00646516890253757879424600	0.0010616500164555752550614200	0.0010614246441573880462356600	0	0.0008638637168600281619571700	0.0008478887569950822452094300	0.0053631764306273128698357100	0.0009167415338919345079848200	0.0014829974344144384630214600	0.0027183146449201495073054700	0	0.0025003125390673834229278700	0.0023222869882260049696941500	0.0013626577276319734009211600	0.0158013246777188154273599900	0.0079561879251587922506729600	0.0025433643623785543516964200	0.0045877873101803000412900900	0.0092634253500251435830929300	0.0015111675280321576449965200	0	0	0.0024527839097375521216580800	0.0040689110780173010099037300	0.0010719837058476711153990500	0.0010583018488533299467674200	0.0016378809096790572357483900	0.0018732730763827096895049900	0.0051534437888118735344894200	0.0030209350801051285407876600	0.0023581012568679699106279600	0.0090151315515734871915784800	0.000973984864275209163249600	0.0007959565407728738010904600	0.0007819219641879740401907900	0.0084574543062538176009021300	0.0088512111407244224584730700	0.0023462612327256516740573900	0.0006844814368634322637170100	0.0006677439602558794855700500	0.0070034754747043220198023300	0.0041933292518261948891703100	0	0.0081587696575356436249413600	0.0050822907578542568420339300	0.0035111373276031572146849800	0.0025875229642663078634822900	0.0011592724406162692294316100	0.0036027597139408787130942300	0.0051467863466051797257792200	0.0045136538027533288196795300	0.0027575937237166848208253500	0.00398464583139635272084900	0.0053375464366539988897903400	0.0012623871741463106734835600	0.0050563147050272408954733300	0.0051772697150430748840291600	0.0018897875878751228361932100	0.0209613036108123872190729600	0.0129335989032308130060270600	0.0006279553146998059618077600	0.0117292880322164444618211700	0.0037732289406659749080275400	0.0163690140209071820460138600	0.0095473206126652027441727200	0.0137099880527246969113355500	0.0069996762649727450105432600	0.0172645453794822137650970900	0.0157103494948518393193793200	0.0071546111468841668455319500	0.0078614034570521702386918600	0.0065239610592013221894413300	0.0138034285592936891786429100	0.0044482666587586370510957600	0.0172666839333506000172666800	0.007761472052730247053625800	0.0191937044649355011556209600	
pontibacter sp.	0.757919578832713079785785600	0.1845658539293098902318868700	0.311277428134036400748426600	0.0541845697555040115593748800	0.2178148168190919422046647500	0.3506015222194942302970783200	0.0969457473132178601765335900	0.0786508481873049251989038600	0.1491385960401131396245821500	0.0906643222155063465025550900	0.1327021017143676924180474900	1.7262000969775335380636819100	0.1656174025670697397895809700	0.1401080530287752221031067900	0.1312167641748636036267129700	0.1287156938121441961316182800	0.0788536544005426488044768500	0.1188837442122387686146915300	0.0779230303808144331787095900	0.0341089409915320846494935600	0.3153244988107373428474345900	0.2290433677734309693382820100	0.0700087510938867358419802500	0.3320870393163187106662641400	0.5287111983212056795574087700	1.248304649539786418761439500	0.9295479559227188946202909300	0.3331807314715906200722315500	0.4908932421892921044180391800	0.546542095651483471402482600	0.4435276694774382688064798900	2.5988393938128835636454723800	1.4778835877558182195211433900	0.6557108985365056005232605700	0.4825728538528518997745823300	0.1093423379964624537707026900	0.4275539469367452984940364700	0.1220221277710897640632549600	0.0524516461387158713061396500	0.4973073256203457960782292800	0.0553838098019273565811070700	0.4079515174381587945386374900	2.0478218055228082828254809200	0.1383058507270797011814436400	0.2801767023520515779838420800	0.1618578465869106263194933100	0.1043086031104637504111262500	0.2812718206941316470136997100	1.0088923300720302198446775100	0.9213120140181798269630927600	1.8102538762536892853804137300	0.3703087657249910267970480400	0.460427551850516198830899800	0.0421052631578947368421052600	2.5506353641870805882472923100	1.1511388566539891747206857700	6.5180753349625010533411982800	7.2933647286119664312020769200	6.4212100485735152618216807100	0.3242483742546790841784807200	1.540947832173590809898299500	1.7452794703979538102760851600	0.5473823541577619369338315400	0.1036007916163051707420738800	0.2444596267987531491523976300	0.2007195606892633970838856300	0.0505631470502724089547333400	0.0352054340622929092113982800	3.9175296696651296394285282300	0.461148679437872518819605200	2.1793114151943919915155591200	4.0151462821905593197988031200	3.1310682774888897577250394200	1.2989340628242618620884822200	2.1640965433157977918764534600	1.6066776688170869760907813800	1.126177590045242960573991500	2.8847415807018925374701420100	8.711839724968285780770298980	4.0321216222748586068545463300	5.504497648734609455794259400	4.8770181696687401118284641800	3.6853131138866135567910810200	1.9845083059476850057602769200	3.1805106610124254915334657900	1.2115456559901004345448789900	1.1260104839576343033183278200	0.6653817547844307067281931500	
enterobacter sp.	0	0	0	0.0009506064869386668694627200	0	0	0	0	0	0	0.0059775721492958420008129500	0.0024244383384515920478422500	0	0	0	0	0	0.0071509019075030838264476100	0.0036669661355677380319392800	0	0	0	0	0	0	0	0.0013260313208597987084454900	0	0	0	0	0	0	0.0032703785463167361622107800	0.0081378221560346020198074600	0.0010719837058476711153990500	0	0	0.0009366365381913548447524900	0	0	0.0047162025137359398212559200	0.006934716578133451685829600	0.0019479697285504183264992100	0.0031838261630914952043618400	0.0023457658925639221205723700	0	0.0009834679045249358287192300	0.000782087077575217224685800	0.0075292958054977549008870900	0.0026709758410235179422802100	0.0026263033030141207574258700	0.0075479926532871508005065500	0	0	0	0	0	0	0.0027020697854556590348206700	0	0	0	0	0	0	0.0012640786762568102238683300	0.0020709078860172299536116600	0.0018897875878751228361932100	0.0027340830796711809416182100	0.0019400398354846219509040600	0.0025118212587992238472310300	0.0032581355645045679060614400	0.0037732289406659749080275400	0	0	0.0006528565739392712814921700	0	0	0.0042297094793831875090636600	0.0019512575855138636851450800	0	0	0	0	0	0	0	
methanosaeta sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010069783600350428469292200	0	0	0	0	0	0	0	0.000782087077575217224685800	0	0.0006677439602558794855700500	0	0	4.3052631578947368421052631600	0	0	0	0	0	0	0	0.0015045512675844429398931800	0	0.0013282152771321175736163300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006042442113404553584376700	0	0	0	0	0	0	0	0	
porphyromonas spp.	0	0	0	0	0	0	0.0009232928315544558112050800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008137822156034602019807500	0	0	0	0	0	0.0020139567200700856938584400	0	0	0	0	0	0	0.0019669358090498716574384600	0	0.0006844814368634322637170100	0.0073451835628146743412705800	0	0.0008386658503652389778340600	0	0	0	0.00070222746552063144293700	0	0	0	0.0010293572693210359451558400	0.0015045512675844429398931800	0	0	0	0	0	0	0.0018897875878751228361932100	0	0	0	0.0013032542258018271624245700	0	0.0005644487593416269671039300	0	0	0	0	0	0	0	0	0	0	0	0	0	
ancalomicrobium spp.	0.1406916583461922483434691800	0.4190893826064029086468408700	0.2262289505017860180302772600	0.690140309517472147229932700	0.4708046972238757508523188500	0.3034618217530076110974711500	0.0267754921150792185249473700	0.0273208209492743424375139700	0.0334276163538184623296477200	0.0283898382695019872886788700	0.1362886450039451976185352600	0.2674963633424923226119282400	0.4076736063189408979435839200	0.1815036141509133559062974300	0.1913988890971694669442279400	0.028507502656380929344586600	0.0373071053077836187892148600	0.0840230974131612349607594300	0.0430868520929209218752864800	0.2550755587192834156396909400	0.09242269792728508324838600	0.1421071989835155649179121900	0.0575071883985498187273409200	0.0325120178351640695757181700	0.031341127735535388221186600	0.0434536428637267424252399800	0.0702796600055693315476111500	0.2950302660359123047967851900	0.112400789099417351011607100	0.2262922478363285075298414600	0.0385347719648200199474113700	0.029223896797895879430551500	0.0311049432932956883763219600	0.0228926498242171531354754300	0.0707990527575010375723248900	0.2347644315806399742723910600	0.2264765956546126086082272400	0.1465903414162756225994807900	0.1611014845689130332974289300	0.5668788167693060887938364800	0.7995408178678240204618002800	0.0471620251373593982125592500	0.0388344128375473294406457600	0.0905805923775944521822130900	0.0756158713734230111035937400	0.1047775432011885213855657200	0.5985998214537424235305173100	0.5241883931117907967073494600	0.2283694266519634296082525800	0.1245756215091446719964954600	0.1555843427396199201378223500	0.5926691120468532509257719100	0.2004411382372921157023407200	0	0.2784180145634038387011238700	0.7081325122610264533233946300	0.1601078621387039689896351200	0.1311011635228262650831026100	0.1901206802610681536267838300	0.226973861978275358924936500	0.0916127969695721991188701800	0.0902730760550665763935906100	0.1406372799095509258620927400	0.0783647013507949368433635700	0.1227635680430419744651778500	0.0845799406678028151233983500	0.0796369566041790441037050100	0.0724817760106030483764082200	0.1455136442663844583868773100	0.150374569381914951789001700	0.1306293489226312113608732800	0.1098921800724660433163576100	0.0944859313706324692757816300	0.0632015847561550797094613700	0.1027296742001761080129145900	0.1459376150793109562323545100	0.1357941673793684265503711500	0.0953705891102536507686519500	0.1643884973089828180241853800	0.0833857011649828394643979300	0.1808165362576180348234437100	0.1395399113626760217367805600	0.1181561836277572796532152300	0.2187312525549615362154184300	0.1208445775629429732214347100	0.0316555872111427666983222500	2.6024812829116266851349899100	0.4358570388912436720755592200	
zoogloea sp.	0	0	0	0	0	0	0	0	0.001285677552069940858832600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008189404548395286178741900	0	0.0008589072981353122557482400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018897875878751228361932100	0	0	0	0	0	0	0	0	0	0	0	0.0032520959758564394752417900	0.005896052592789127679018900	0.0028995382485339209730850400	0.0053090109843437266071703500	0.0029655111058390913673971700	3.2058476502920947365391809800	0.012537762546718091394318600	0.0063979014883118337185403200	
prevotella sp.	0	0	0	0	0.0013528870609881487093457400	0	0	0	0	0	0	0	0	0	0.0019731844236821594530332800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008137822156034602019807500	0	0	0	0	0	0	0	0	0	0	0	0	0.0009834679045249358287192300	0	0	0.021367806728188143538241700	0	0	0	0	0.0008470484596423761403389900	0	0.000862507654755435954494100	0	0	0	0.0015045512675844429398931800	0	0	0	0	0	0	0	0.0009113610265570603138727400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
opitutus terrae	0.0147499319233911228102024100	0.0041631395623152606819222600	0.0008504847763225038271814900	0	0	0	0	0.0024837109953885765852285400	0.001285677552069940858832600	0	0.0011955144298591684001625900	0	0	0.0010614246441573880462356600	0	0	0	0	0.0009167415338919345079848200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008175946365791840405526900	0	0.0010719837058476711153990500	0	0	0	0.0008589072981353122557482400	0	0	0	0	0	0	0	0.0009834679045249358287192300	0	0	0	0	0	0	0	0	0.00070222746552063144293700	0.000862507654755435954494100	0	0.0009006899284852196782735600	0.0010293572693210359451558400	0	0	0	0	0	0.0012640786762568102238683300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
methylocella silvestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009167415338919345079848200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008137822156034602019807500	0	0	0	0	0	0	0	0.003467358289066725842914800	0.000973984864275209163249600	0.0007959565407728738010904600	0	0	0	0.0015641741551504344493715900	0.0006844814368634322637170100	0.0013354879205117589711401100	0.0008754344343380402524752900	0.0008386658503652389778340600	0	0	0	0	0	0	0	0	0	0	0.0013282152771321175736163300	0	0	0	0	0.0018897875878751228361932100	0	0.0006466799451615406503013500	0	0.0013032542258018271624245700	0	0.0005644487593416269671039300	0	0	0.0008749595331215931263179100	0	0.0012084884226809107168753300	0.0006504191951712878950483600	0	0	0	0	0	0	0	
rhodopseudomonas sp.	0.0034038304438594898792774800	0.0055508527497536809092296800	0.0025514543289675114815444800	0.0009506064869386668694627200	0	0.0019641541861036091333169700	0	0	0	0	0.0035865432895775052004877700	0.0008081461128171973492807500	0.0031849500493667257651842500	0.0021228492883147760924713100	0.0029597766355232391795499200	0	0.0008478887569950822452094300	0.001787725476875770956611900	0.0018334830677838690159696400	0	0.0027183146449201495073054700	0.001671849399806065469622500	0	0	0	0.0039503311694297038568400	0.0013260313208597987084454900	0.0050867287247571087033928500	0	0.0026466929571500410237408400	0	0	0	0	0.0016275644312069204039614900	0.0042879348233906844615961800	0.0031749055465599898403022500	0.0073704640935557575608677500	0.0009366365381913548447524900	0.0017178145962706245114964700	0.0020139567200700856938584400	0	0.0006934716578133451685829600	0.0019479697285504183264992100	0.0023878696223186214032713800	0.0015638439283759480803815800	0.000939717145139313066766900	0.0029504037135748074861576900	0.0015641741551504344493715900	0.008213777242361187164604100	0.0033387198012793974278502700	0.0035017377373521610099011600	0.0008386658503652389778340600	0	0.0010198462071919554531176700	0.0033881938385695045613559600	0.0021066823965618943288109900	0.0103500918570652314539291500	0	0.0027020697854556590348206700	0.0010293572693210359451558400	0.0105318588730911005792522400	0	0.0026564305542642351472326600	0	0.0025247743482926213469671100	0.0025281573525136204477366700	0	0.0018897875878751228361932100	0	0.0006466799451615406503013500	0.0018838659440994178854232700	0	0.0028299217054994811810206600	0.0045155900747330157368314100	0.0020458544169996863023227300	0	0.0026248785993647793789537200	0.0030025296312142980461038400	0.00181273263402136607531300	0.0019512575855138636851450800	0	0.0021746536864004407298137800	0.0031854065906062359643022100	0.0007413777764597728418492900	0	0.005373326805736324883279400	0.0007997376860389792148175400	
oribacterium sinus	0	0	0	0	0	0	0	0	0	0	0.0011955144298591684001625900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013260313208597987084454900	0	0	0	0	0	0	0	0.0008137822156034602019807500	0	0	0	0	0	0	0	0.0006934716578133451685829600	0	0.0007959565407728738010904600	0	0	0	0	0.0013689628737268645274340200	0.0006677439602558794855700500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009113610265570603138727400	0	0	0	0	0.0005644487593416269671039300	0	0	0	0	0.0006042442113404553584376700	0	0	0	0	0	0	0	0.0007997376860389792148175400	
