,opitutus spp.,paludibacter propionicigenes,magnetospirillum sp.,rhodopseudomonas palustris,acetobacter spp.,bacteroides spp.,pleomorphomonas oryzae,afipia sp.,rhodoblastus acidophilus,spirochaeta spp.,citrobacter werkmanii,pontibacter spp.,pontibacter sp.,ruminococcus spp.,eubacterium sp.,desulfovibrio mexicanus,ancalomicrobium spp.,rhodocyclus tenuis,escherichia spp.,rhodoplanes elegans,propionicimonas paludicola,rhodopseudomonas spp.,pleomorphomonas spp.,caulobacter spp.,opitutus terrae,barnesiella viscericola,pontibacter salisaro,phaeospirillum sp.,rhodopseudomonas pangongensis,enterobacter spp.,prolixibacter spp.,cloacibacterium normanense,rhodopseudomonas rhenobacensis,clostridium sp.,pleomorphomonas sp.,citrobacter spp.,bradyrhizobium sp.,acidovorax caeni,fibrobacter spp.,chlorobium spp.,desulfovibrio desulfuricans,bradyrhizobium yuanmingense,bradyrhizobium spp.,rhodopseudomonas sp.,inquilinus spp.,dechloromonas agitata,acidovorax spp.,opitutus sp.,methylocella palustris,beijerinckia spp.,rhodocyclus spp.,bradyrhizobium elkanii,clostridium spp.,ochrobactrum anthropi,nitrospirillum azospirillum amazonense,acinetobacter junii,propionibacterium acnes,brevundimonas sp.,rhizobium petrolearium,escherichia vulneris,brevundimonas spp.,parabacteroides distasonis,nitrobacter hamburgensis,vitis vinifera,methylocystis heyerii,micrococcus luteus,pseudomonas veronii,streptococcus salivarius,stenotrophomonas spp.,zoogloea sp.,bordetella hinzii,cytophaga spp.,rhizobium straminoryzae,methanosaeta sp.,pontibacter korlensis,bacteroides fragilis,sphingobium yanoikuyae,rhodothermus spp.,rhodovibrio sodomensis,rhizobium sp.,enterobacter sp.,gemmatimonas spp.,bacteroides caccae,eubacterium rectale,citrobacter sp.,pseudomonas spp.,hydrogenophaga spp.,atopostipes sp.,rhodovibrio spp.,ochrobactrum intermedium,pseudochrobactrum kiredjianiae,steroidobacter spp.,oligotropha carboxidovorans,salinibacter spp.,pantoea agglomerans,chelatococcus spp.,streptococcus sanguinis,afipia broomeae,prevotella sp.,thioalkalivibrio spp.,methyloligella halotolerans,rhodopseudomonas oryzae,porphyromonas spp.,methylocella silvestris,rhodoplanes spp.,sphingobacterium spp.,nitrobacter spp.,spirosoma spp.,pseudomonas sp.,hartmannibacter stappia sp.,aquabacterium spp.,neisseria perflava,tumebacillus sp.,staphylococcus aureus,phyllobacterium sp.,lactobacillus iners,roseburia spp.,paenibacillus spp.,streptococcus thermophilus,stenoxybacter spp.,elizabethkingia meningoseptica,oribacterium sinus,flexithrix dorotheae,methylococcus capsulatus,flavobacterium sp.,prevotella spp.,methylopila sp.,acinetobacter lwoffii,parabacteroides spp.,enhydrobacter aerosaccus,prevotella pallens,fusobacterium nucleatum,burkholderia ubonensis,aeromonas spp.,methylocystis sp.,corynebacterium tuberculostearicum,sphingomonas faeni,prevotella nanceiensis,lactobacillus helveticus,bacillus thermoamylovorans,bosea spp.,corynebacterium durum
1M5C,0.024250416689561696,0.006950931369855487,0.871256662453981,0.009661703023975676,0.0027107716541201897,0.0045149000860853165,0.06341923548912944,0.003168672271370222,0.0028847738886752018,0.00041211055552502885,0.00228034507390516,0.0029214059380552044,0.0009066432221550635,0.00010989614814000769,0.002445189296115171,5.494807407000384e-05,0.00028389838269501986,9.158012345000642e-06,0.0009615912962250673,0.0,9.158012345000642e-06,6.410608641500449e-05,3.6632049380002567e-05,0.0002655823580050186,0.0,1.8316024690001283e-05,2.747403703500192e-05,1.8316024690001283e-05,1.8316024690001283e-05,9.158012345000642e-06,0.0,9.158012345000642e-06,0.0,9.158012345000642e-06,3.6632049380002567e-05,2.747403703500192e-05,9.158012345000642e-06,9.158012345000642e-06,0.0,0.0,0.0,0.0,9.158012345000642e-06,0.0,9.158012345000642e-06,9.158012345000642e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010989614814000769,9.158012345000642e-06,0.0,1.8316024690001283e-05,0.0,9.158012345000642e-06,0.0,0.0,0.0,0.0,2.747403703500192e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.158012345000642e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.158012345000642e-06,0.0,0.0,0.0,9.158012345000642e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1M7A,0.027428428553569195,0.03507938492311539,0.8470308788598575,0.01532691586448306,0.004525565695711964,0.006625828228528566,0.0365045630703838,0.009601200150018752,0.006050756344543068,0.0008001000125015627,0.0033004125515689463,0.0017502187773471684,0.0007000875109388673,5.000625078134767e-05,0.002925365670708839,0.0,0.0005750718839854982,2.5003125390673835e-05,0.0008751093886735842,2.5003125390673835e-05,0.0,2.5003125390673835e-05,2.5003125390673835e-05,0.00022502812851606452,0.0,0.0,5.000625078134767e-05,5.000625078134767e-05,0.0,2.5003125390673835e-05,0.0,0.0,2.5003125390673835e-05,0.0,0.0,5.000625078134767e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5003125390673835e-05,0.0,0.0,0.0,0.000150018752344043,2.5003125390673835e-05,0.0,2.5003125390673835e-05,7.50093761720215e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5003125390673835e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1M7B,0.020668354195211444,0.009080142123963679,0.8881818815169179,0.011611434941130025,0.00431945379810037,0.006479180697150554,0.031118645642228465,0.005968277559740833,0.004249785188453589,0.0003715659181161608,0.0019507210701098442,0.008406678897378138,0.003320870393163187,9.28914795290402e-05,0.002368732727990525,0.0,0.00032512017835164067,2.322286988226005e-05,0.0008592461856436218,0.0,4.64457397645201e-05,2.322286988226005e-05,2.322286988226005e-05,0.0001393372192935603,0.0,2.322286988226005e-05,6.966860964678015e-05,0.0,2.322286988226005e-05,2.322286988226005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64457397645201e-05,0.0,0.0,0.0,0.0,2.322286988226005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28914795290402e-05,2.322286988226005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.322286988226005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.322286988226005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1M7C,0.03199520344479873,0.006363611588041316,0.8424358869539149,0.019145341073229228,0.003174992505382498,0.004415011037527594,0.05119505082713324,0.007222085956449459,0.004224238955659118,0.000408797318289592,0.00306597988717194,0.01652903823617584,0.005287111983212057,0.00013626577276319734,0.0021257460551058786,0.0,0.0003134112773553539,2.7253154552639466e-05,0.0009129806775134222,1.3626577276319733e-05,2.7253154552639466e-05,4.08797318289592e-05,1.3626577276319733e-05,0.00017714550459215655,0.0,6.813288638159867e-05,0.00017714550459215655,8.17594636579184e-05,1.3626577276319733e-05,1.3626577276319733e-05,1.3626577276319733e-05,1.3626577276319733e-05,0.0,2.7253154552639466e-05,1.3626577276319733e-05,1.3626577276319733e-05,0.0,0.0,1.3626577276319733e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3626577276319733e-05,1.3626577276319733e-05,0.0,0.0,0.0,0.0,0.0,0.00010901261821055787,2.7253154552639466e-05,0.0,1.3626577276319733e-05,0.0,1.3626577276319733e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08797318289592e-05,0.0,2.7253154552639466e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3626577276319733e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3626577276319733e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3626577276319733e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1M10A,0.023219089068214103,0.11795418140055007,0.6990812101429564,0.024224015474355487,0.0141823072505818,0.01631305346510714,0.046135944630821775,0.02358176927494182,0.00911234019403391,0.0036419137425575,0.0027881040892193307,0.010087043249614652,0.004435276694774382,0.0005062411218907728,0.0019116269229606795,5.289086348112552e-05,0.0003853477196482002,0.00018134010336385892,0.0008160304651373652,0.00022667512920482365,3.777918820080394e-05,9.067005168192946e-05,5.289086348112552e-05,0.00022667512920482365,0.0,0.0001284492398827334,9.067005168192946e-05,6.04467011212863e-05,1.5111675280321576e-05,1.5111675280321576e-05,2.2667512920482365e-05,1.5111675280321576e-05,7.555837640160788e-06,1.5111675280321576e-05,3.022335056064315e-05,1.5111675280321576e-05,7.555837640160788e-06,7.555837640160788e-06,7.555837640160788e-06,1.5111675280321576e-05,0.0,7.555837640160788e-06,3.022335056064315e-05,0.0,0.0,0.0,0.0,1.5111675280321576e-05,0.0,0.0,0.0,0.0,0.0,0.0001360050775228942,3.022335056064315e-05,0.0,7.555837640160788e-06,0.0,7.555837640160788e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.555837640160788e-06,0.0,7.555837640160788e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.555837640160788e-06,0.0,7.555837640160788e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5111675280321576e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.555837640160788e-06,0.0,7.555837640160788e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.555837640160788e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1M10B,0.02785663591199432,0.024005343798271614,0.7091491671189413,0.03569490251742997,0.013171627771051643,0.012326222185112512,0.050619964096355365,0.02177180311443243,0.006585813885525821,0.0009810879639293617,0.0025570909698158896,0.06285225232747464,0.025988393938128837,0.0003966100279714441,0.002097858305848954,8.349684799398822e-05,0.0002922389679789588,0.0001878679079864735,0.0006053521479564147,0.00019830501398572205,1.0437105999248528e-05,0.00010437105999248528,4.174842399699411e-05,0.00012524527199098235,0.0,0.00035486160397445,0.0010645848119233499,0.00012524527199098235,6.262263599549117e-05,0.0,0.0,4.174842399699411e-05,2.0874211998497056e-05,3.131131799774559e-05,3.131131799774559e-05,5.218552999624264e-05,2.0874211998497056e-05,1.0437105999248528e-05,7.30597419947397e-05,0.0,0.0,0.0,5.218552999624264e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012524527199098235,1.0437105999248528e-05,0.0,0.0,1.0437105999248528e-05,2.0874211998497056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0437105999248528e-05,0.0,0.0,0.0,0.0,0.0,1.0437105999248528e-05,0.0,6.262263599549117e-05,2.0874211998497056e-05,0.0,0.0,0.0,1.0437105999248528e-05,0.0,0.0,0.0,0.0,1.0437105999248528e-05,0.0,0.0,0.0,1.0437105999248528e-05,0.0,3.131131799774559e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0437105999248528e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0437105999248528e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1M10C,0.027188910688934614,0.03403997383994513,0.7526439201799301,0.022618876712765787,0.016645132475155925,0.010599607599176915,0.04975993364278764,0.01729115822047822,0.006803209392097749,0.0025681517283182593,0.0034135681357770654,0.03541178159544432,0.014778835877558183,0.0008214895280024246,0.0020896141391906335,6.380501188368347e-05,0.0003110494329329569,0.00017546378268012953,0.0007098307572059785,9.57075178255252e-05,2.39268794563813e-05,0.00013558565025282736,6.380501188368347e-05,0.00020736628862197125,0.0,0.00025522004753473387,0.0006061476128949929,5.582938539822303e-05,3.987813242730216e-05,0.0,7.975626485460433e-06,1.5951252970920867e-05,7.975626485460433e-06,1.5951252970920867e-05,7.178063836914389e-05,2.39268794563813e-05,3.190250594184173e-05,7.975626485460433e-06,6.380501188368347e-05,7.975626485460433e-06,0.0,7.975626485460433e-06,1.5951252970920867e-05,0.0,1.5951252970920867e-05,0.0,0.0,7.975626485460433e-06,0.0,1.5951252970920867e-05,7.975626485460433e-06,0.0,0.0,7.975626485460433e-05,1.5951252970920867e-05,0.0,1.5951252970920867e-05,0.0,0.0,7.975626485460433e-06,7.975626485460433e-06,0.0,0.0,7.975626485460433e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39268794563813e-05,1.5951252970920867e-05,0.0,7.975626485460433e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.975626485460433e-06,0.0,0.0,0.0,0.0,0.0,2.39268794563813e-05,0.0,7.975626485460433e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.190250594184173e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2M3A,0.2154699237556434,0.004842546973642307,0.48249377119199716,0.030160544013787677,0.0018452258294149604,0.002753788801258875,0.13879470223487758,0.023360371667821886,0.04365785579138645,0.00021543245724134054,0.0465708772784324,0.001901425600869223,0.0005245312002397856,4.6833142878552296e-05,0.001985725258050617,1.8733257151420917e-05,0.001611060115022199,0.00017796594293849872,0.0014892939435379629,0.00017796594293849872,8.429965718139413e-05,0.00012176617148423596,0.00010303291433281505,9.366628575710459e-05,0.0,1.8733257151420917e-05,7.493302860568367e-05,1.8733257151420917e-05,3.7466514302841834e-05,1.8733257151420917e-05,0.0,0.00012176617148423596,5.619977145426275e-05,0.0,5.619977145426275e-05,0.00016859931436278826,9.366628575710458e-06,3.7466514302841834e-05,0.0,0.0,0.0,1.8733257151420917e-05,6.55664000299732e-05,9.366628575710458e-06,0.0,1.8733257151420917e-05,7.493302860568367e-05,2.8099885727131375e-05,1.8733257151420917e-05,4.6833142878552296e-05,9.366628575710458e-06,0.0,0.0,5.619977145426275e-05,3.7466514302841834e-05,3.7466514302841834e-05,0.00014986605721136734,0.0,1.8733257151420917e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8733257151420917e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.366628575710458e-06,0.0,0.0,0.0,1.8733257151420917e-05,1.8733257151420917e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.8733257151420917e-05,0.0,9.366628575710458e-06,0.0,3.7466514302841834e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.366628575710458e-06,0.0,0.0,9.366628575710458e-06,0.0,0.0,0.0,0.0,9.366628575710458e-06,0.0,0.0,0.0,0.0,0.0,2.8099885727131375e-05,3.7466514302841834e-05,0.0,0.0,0.0,9.366628575710458e-06,0.0,1.8733257151420917e-05,0.0,9.366628575710458e-06,0.0,0.0,0.0,9.366628575710458e-06,0.0,0.0,9.366628575710458e-06,9.366628575710458e-06
2M3B,0.242624133577263,0.005986583868003126,0.30681886503989625,0.028489955079148307,0.0028258050108651775,0.009636939885078204,0.18201963462083537,0.02998445377790375,0.06839478815051492,0.00031779570031006553,0.09262456303091207,0.01207623661178249,0.004973073256203458,5.1534437888118735e-05,0.001692047377326565,2.5767218944059367e-05,0.005668788167693061,0.0006355914006201311,0.0017693490341587432,0.00020613775155247494,0.00016319238664570934,0.00018037053260841558,0.00011165794875759059,0.00015460331366435622,8.589072981353122e-06,2.5767218944059367e-05,9.447980279488435e-05,1.7178145962706244e-05,5.1534437888118735e-05,5.1534437888118735e-05,0.0,0.00030920662732871244,0.00014601424068300307,0.0,0.00012883609472029683,0.00031779570031006553,0.0,2.5767218944059367e-05,0.0,8.589072981353122e-06,0.0,0.00013742516770164995,3.435629192541249e-05,1.7178145962706244e-05,0.0,8.589072981353122e-06,8.589072981353123e-05,2.5767218944059367e-05,0.00012883609472029683,3.435629192541249e-05,0.0,0.0,0.0,6.0123510869471855e-05,2.5767218944059367e-05,5.1534437888118735e-05,0.00036074106521683116,0.0,2.5767218944059367e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.589072981353122e-06,0.0,0.0,0.0,8.589072981353122e-06,0.0,0.0,2.5767218944059367e-05,0.0,2.5767218944059367e-05,1.7178145962706244e-05,0.0,8.589072981353122e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7178145962706244e-05,8.589072981353122e-06,0.0,0.0,8.589072981353122e-06,1.7178145962706244e-05,8.589072981353122e-06,1.7178145962706244e-05,0.0,8.589072981353122e-06,0.0,1.7178145962706244e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.589072981353122e-06,0.0,0.0,0.0,0.0,8.589072981353122e-06,0.0,8.589072981353122e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.589072981353122e-06,0.0,0.0,5.1534437888118735e-05,1.7178145962706244e-05,0.0,2.5767218944059367e-05,8.589072981353122e-06,0.0,0.0,3.435629192541249e-05,0.0,0.0,1.7178145962706244e-05,0.0,0.0,0.0
2M3C,0.21884660698641586,0.020673265731519428,0.35464770862074174,0.02775232360256578,0.001993817152869385,0.007934989477076137,0.1620630972640398,0.03713736191809238,0.07673175103467027,0.0001711863212059573,0.07466744539659843,0.0009969085764346924,0.0005538380980192735,0.0,0.0036754710141279063,1.0069783600350429e-05,0.00799540817867824,0.0008861409568308378,0.0009364898748325898,0.00013090718680455556,3.0209350801051285e-05,0.00011076761960385472,0.00012083740320420514,0.0002920237244101624,0.0,0.0,0.0,4.0279134401401716e-05,8.055826880280343e-05,3.0209350801051285e-05,0.0,4.0279134401401716e-05,5.034891800175214e-05,0.0,0.00012083740320420514,9.062805240315385e-05,0.00011076761960385472,3.0209350801051285e-05,0.0,1.0069783600350429e-05,0.0,7.0488485202453e-05,1.0069783600350429e-05,2.0139567200700858e-05,0.0,2.0139567200700858e-05,3.0209350801051285e-05,0.00012083740320420514,8.055826880280343e-05,9.062805240315385e-05,0.0,0.0,0.0,0.00016111653760560686,0.0,0.0,4.0279134401401716e-05,0.0,4.0279134401401716e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010069783600350429,4.0279134401401716e-05,0.0,0.0,0.0,0.0,3.0209350801051285e-05,1.0069783600350429e-05,0.0,0.0,0.0,0.0,0.0,2.0139567200700858e-05,0.0,0.0,1.0069783600350429e-05,1.0069783600350429e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0139567200700858e-05,0.0,0.0,0.0,0.0,4.0279134401401716e-05,0.0,0.0,0.0,0.0,0.0,2.0139567200700858e-05,0.0,1.0069783600350429e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0069783600350429e-05,0.0,1.0069783600350429e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0069783600350429e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0069783600350429e-05,0.0,0.0,0.0
2M5A,0.17156577142105361,0.04215610727911741,0.35662600785610915,0.022647396019320767,0.004989944932057812,0.01530813614749939,0.14557295092750955,0.03097336816584284,0.07171048922134306,0.00013156163662675965,0.12016276053902682,0.00247147931663127,0.0010430958332550229,0.0,0.00355216418892251,0.0,0.0059860544665175635,0.0008833424173511005,0.0016915067566297668,0.00019734245494013944,3.758903903621704e-05,0.00022553423421730224,8.457533783148834e-05,0.00022553423421730224,0.0,1.879451951810852e-05,9.39725975905426e-06,1.879451951810852e-05,2.819177927716278e-05,8.457533783148834e-05,2.819177927716278e-05,1.879451951810852e-05,7.517807807243407e-05,0.0,0.00017854793542203094,0.000253726013494465,7.517807807243407e-05,9.39725975905426e-06,0.0,9.39725975905426e-06,0.0,7.517807807243407e-05,1.879451951810852e-05,9.39725975905426e-06,0.0,9.39725975905426e-06,2.819177927716278e-05,0.00014095889638581388,0.00015035615614486815,9.39725975905426e-06,9.39725975905426e-06,0.0,0.0,0.00011276711710865112,0.0,0.0,6.578081831337982e-05,0.0,2.819177927716278e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012216437686770538,4.69862987952713e-05,0.0,0.0,0.0,9.39725975905426e-06,1.879451951810852e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.39725975905426e-06,0.0,0.0,0.0,0.0,3.758903903621704e-05,9.39725975905426e-06,0.0,0.0,9.39725975905426e-06,9.39725975905426e-06,0.0,9.39725975905426e-06,9.39725975905426e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2M5B,0.2516792714469763,0.01087715502404579,0.18054503791268772,0.027153548843933478,0.004110895840914232,0.022059185098494312,0.1796402474405248,0.030398992928865765,0.08635831669633462,9.834679045249358e-05,0.1822169333503801,0.006382706700366833,0.0028127182069413166,1.9669358090498718e-05,0.004337093458954967,0.0,0.005241883931117908,0.0013571857082444114,0.0016030526843756453,0.0001868589018597378,0.00010818146949774294,0.000275371013266982,0.00010818146949774294,0.0002557016551764833,9.834679045249359e-06,1.9669358090498718e-05,2.9504037135748074e-05,2.9504037135748074e-05,5.900807427149615e-05,8.851211140724422e-05,0.0,6.88427533167455e-05,0.0001180161485429923,0.0,0.00020652825995023653,0.00046222991512671983,3.9338716180997436e-05,3.9338716180997436e-05,0.0,0.0,0.0,7.867743236199487e-05,3.9338716180997436e-05,2.9504037135748074e-05,0.0,0.0,2.9504037135748074e-05,0.00010818146949774294,9.834679045249358e-05,6.88427533167455e-05,0.0,0.0,0.0,0.00012785082758824166,0.0,0.0,5.900807427149615e-05,0.0,2.9504037135748074e-05,0.0,0.0,0.0,9.834679045249359e-06,0.0,0.0,0.0,6.88427533167455e-05,1.9669358090498718e-05,0.0,0.0,0.0,9.834679045249359e-06,1.9669358090498718e-05,0.0,9.834679045249359e-06,9.834679045249359e-06,0.0,0.0,0.0,0.0,9.834679045249359e-06,0.0,0.0,2.9504037135748074e-05,2.9504037135748074e-05,0.0,0.0,9.834679045249359e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.900807427149615e-05,0.0,9.834679045249359e-06,0.0,0.0,0.0,1.9669358090498718e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.834679045249359e-06,0.0,0.0,0.0,9.834679045249359e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2M7A,0.23066148404944498,0.05478516650908709,0.1996620793500718,0.030412858493539238,0.01268515600378191,0.032338831109710406,0.1668154918233708,0.03819553874706727,0.06828448366425045,0.00019259726161711664,0.10231291802360191,0.007458766677171972,0.0037031200756381974,8.754420982596212e-06,0.03946492978954372,0.0,0.005926743005217635,0.0024337290331617467,0.0011380747277375074,0.00010505305179115453,3.501768393038485e-05,0.0003764401022516371,0.00013131631473894316,0.0005077564169905802,0.0,0.00011380747277375075,8.754420982596212e-06,1.7508841965192423e-05,0.00010505305179115453,7.00353678607697e-05,1.7508841965192423e-05,3.501768393038485e-05,6.128094687817348e-05,0.0,0.00021886052456490527,0.0002276149455475015,8.754420982596211e-05,0.0,8.754420982596212e-06,8.754420982596212e-06,0.0,7.00353678607697e-05,4.3772104912981054e-05,3.501768393038485e-05,0.0,0.0,1.7508841965192423e-05,0.00017508841965192421,0.00012256189375634696,4.3772104912981054e-05,8.754420982596212e-06,0.0,0.0,0.00020135168259971287,7.00353678607697e-05,1.7508841965192423e-05,8.754420982596212e-06,3.501768393038485e-05,2.6263262947788634e-05,3.501768393038485e-05,8.754420982596212e-06,0.0,0.0,0.0,0.0,0.0,0.00010505305179115453,8.754420982596212e-06,0.0,0.0,0.0,1.7508841965192423e-05,7.87897888433659e-05,0.0,8.754420982596212e-06,0.0,0.0,0.0,8.754420982596212e-06,1.7508841965192423e-05,2.6263262947788634e-05,0.0,0.0,2.6263262947788634e-05,2.6263262947788634e-05,1.7508841965192423e-05,0.0,0.0,8.754420982596212e-06,0.0,0.0,1.7508841965192423e-05,8.754420982596212e-06,0.0,0.0,0.0,8.754420982596212e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.754420982596212e-06,8.754420982596212e-06,0.0,0.0,8.754420982596212e-06,0.0,0.0,8.754420982596212e-06,0.0,0.0,0.0,0.0,0.0,8.754420982596212e-06,8.754420982596212e-06,8.754420982596212e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.754420982596212e-06,0.0,0.0,8.754420982596212e-06
