,opitutus spp.,paludibacter propionicigenes,magnetospirillum sp.,rhodopseudomonas palustris,acetobacter spp.,bacteroides spp.,pleomorphomonas oryzae,afipia sp.,rhodoblastus acidophilus,spirochaeta spp.,citrobacter werkmanii,pontibacter spp.,pontibacter sp.,ruminococcus spp.,eubacterium sp.,desulfovibrio mexicanus,ancalomicrobium spp.,rhodocyclus tenuis,escherichia spp.,rhodoplanes elegans,propionicimonas paludicola,rhodopseudomonas spp.,pleomorphomonas spp.,caulobacter spp.,opitutus terrae,barnesiella viscericola,pontibacter salisaro,phaeospirillum sp.,rhodopseudomonas pangongensis,enterobacter spp.,prolixibacter spp.,cloacibacterium normanense,rhodopseudomonas rhenobacensis,clostridium sp.,pleomorphomonas sp.,citrobacter spp.,bradyrhizobium sp.,acidovorax caeni,fibrobacter spp.,chlorobium spp.,desulfovibrio desulfuricans,bradyrhizobium yuanmingense,bradyrhizobium spp.,rhodopseudomonas sp.,inquilinus spp.,dechloromonas agitata,acidovorax spp.,opitutus sp.,methylocella palustris,beijerinckia spp.,rhodocyclus spp.,bradyrhizobium elkanii,clostridium spp.,ochrobactrum anthropi,nitrospirillum azospirillum amazonense,acinetobacter junii,propionibacterium acnes,brevundimonas sp.,rhizobium petrolearium,escherichia vulneris,brevundimonas spp.,parabacteroides distasonis,nitrobacter hamburgensis,vitis vinifera,methylocystis heyerii,micrococcus luteus,pseudomonas veronii,streptococcus salivarius,stenotrophomonas spp.,zoogloea sp.,bordetella hinzii,cytophaga spp.,rhizobium straminoryzae,methanosaeta sp.,pontibacter korlensis,bacteroides fragilis,sphingobium yanoikuyae,rhodothermus spp.,rhodovibrio sodomensis,rhizobium sp.,enterobacter sp.,gemmatimonas spp.,bacteroides caccae,eubacterium rectale,citrobacter sp.,pseudomonas spp.,hydrogenophaga spp.,atopostipes sp.,rhodovibrio spp.,ochrobactrum intermedium,pseudochrobactrum kiredjianiae,steroidobacter spp.,oligotropha carboxidovorans,salinibacter spp.,pantoea agglomerans,chelatococcus spp.,streptococcus sanguinis,afipia broomeae,prevotella sp.,thioalkalivibrio spp.,methyloligella halotolerans,rhodopseudomonas oryzae,porphyromonas spp.,methylocella silvestris,rhodoplanes spp.,sphingobacterium spp.,nitrobacter spp.,spirosoma spp.,pseudomonas sp.,hartmannibacter stappia sp.,aquabacterium spp.,neisseria perflava,tumebacillus sp.,staphylococcus aureus,phyllobacterium sp.,lactobacillus iners,roseburia spp.,paenibacillus spp.,streptococcus thermophilus,stenoxybacter spp.,elizabethkingia meningoseptica,oribacterium sinus,flexithrix dorotheae,methylococcus capsulatus,flavobacterium sp.,prevotella spp.,methylopila sp.,acinetobacter lwoffii,parabacteroides spp.,enhydrobacter aerosaccus,prevotella pallens,fusobacterium nucleatum,burkholderia ubonensis,aeromonas spp.,methylocystis sp.,corynebacterium tuberculostearicum,sphingomonas faeni,prevotella nanceiensis,lactobacillus helveticus,bacillus thermoamylovorans,bosea spp.,corynebacterium durum
1C20A,0.10888437523508614,0.09504250357330926,0.08736929210862861,0.21018581208154669,0.051967200782366656,0.1565184683668096,0.07065372752576544,0.06728353268637628,0.03996088166704281,0.04036711050929061,0.013209960129391409,0.02751824268411946,0.01745279470397954,0.0012788685774467764,0.005762431354848416,1.5045512675844429e-05,0.0009027307605506658,0.0005566839690062439,0.00018054615211013315,0.00018054615211013315,0.0010682313999849544,0.0010080493492815768,0.00018054615211013315,0.0004513653802753329,0.0,0.000315955766192733,4.513653802753329e-05,7.522756337922214e-05,4.513653802753329e-05,4.513653802753329e-05,4.513653802753329e-05,1.5045512675844429e-05,4.513653802753329e-05,3.0091025351688858e-05,0.00010531858873091101,4.513653802753329e-05,0.00012036410140675543,0.0,7.522756337922214e-05,3.0091025351688858e-05,0.0,1.5045512675844429e-05,0.00012036410140675543,0.00010531858873091101,3.0091025351688858e-05,0.0,0.0,6.0182050703377715e-05,1.5045512675844429e-05,1.5045512675844429e-05,1.5045512675844429e-05,0.0,0.0,9.027307605506658e-05,1.5045512675844429e-05,0.0,3.0091025351688858e-05,0.0,3.0091025351688858e-05,0.0,0.0,1.5045512675844429e-05,1.5045512675844429e-05,0.0,3.0091025351688858e-05,0.0,3.0091025351688858e-05,1.5045512675844429e-05,0.0,0.0,0.0,3.0091025351688858e-05,0.0,1.5045512675844429e-05,6.0182050703377715e-05,7.522756337922214e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.5045512675844429e-05,0.0,0.0,1.5045512675844429e-05,0.0,1.5045512675844429e-05,0.0,0.0,0.0,0.0,0.0,4.513653802753329e-05,0.0,0.0,0.0,0.0,1.5045512675844429e-05,0.0,0.0,0.0,1.5045512675844429e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.5045512675844429e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2C3A,0.14457644163552968,0.007113131494820495,0.37574503920398333,0.03776500502824812,0.0060093697111414535,0.06271002133939449,0.10792337440417303,0.006238298081089699,0.00790620477642692,0.0008911854401556713,0.027438700340939752,0.015697945367879714,0.006557162596374756,2.4528039637312055e-05,0.18145026122362215,4.0880066062186756e-05,0.00022892836994824583,0.00016352026424874702,0.0011037617836790424,3.270405284974941e-05,0.002853428611140636,0.00035974458134724346,7.358411891193616e-05,0.0022892836994824585,8.176013212437352e-06,8.176013212437351e-05,0.00014716823782387231,0.0003352165417099314,0.00019622431709849644,2.4528039637312055e-05,2.4528039637312055e-05,4.905607927462411e-05,5.7232092487061456e-05,0.0,5.7232092487061456e-05,8.993614533681087e-05,7.358411891193616e-05,8.176013212437352e-06,8.176013212437352e-06,0.0,0.0,0.0,1.6352026424874704e-05,0.0,0.0,0.0,8.176013212437352e-06,0.00026163242279799527,8.176013212437352e-06,8.176013212437352e-06,8.176013212437352e-06,0.0,0.0,0.0007194891626944869,0.0014962104178760352,1.6352026424874704e-05,4.905607927462411e-05,0.00021257634352337115,4.905607927462411e-05,7.358411891193616e-05,8.176013212437351e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.811215854924822e-05,0.00014716823782387231,0.0,2.4528039637312055e-05,2.4528039637312055e-05,0.0,3.270405284974941e-05,4.905607927462411e-05,0.0,3.270405284974941e-05,1.6352026424874704e-05,2.4528039637312055e-05,8.176013212437352e-06,1.6352026424874704e-05,0.0,0.0,0.0,2.4528039637312055e-05,0.0,8.176013212437352e-06,0.0,8.176013212437352e-06,0.0,0.0,8.176013212437352e-06,0.0,0.0,0.0,8.176013212437352e-06,3.270405284974941e-05,0.0,0.0,0.0,0.0,0.0,8.176013212437352e-06,0.0,8.176013212437352e-06,0.0,0.0,0.0,0.0,2.4528039637312055e-05,0.0,0.0,1.6352026424874704e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.176013212437352e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.176013212437352e-06,0.0,0.0,0.0,0.0,0.0
2C3B,0.13729543216607937,0.00521642890275958,0.4753053767466085,0.04089322189760825,0.004947876400745436,0.05557409200771478,0.05506953882211245,0.006355742547668069,0.006730088459566573,0.0008544852336813666,0.06291452706276804,0.012068586681423491,0.0048258070816480985,2.4413863819467614e-05,0.12211814682497701,3.255181842595682e-05,0.0007080020507645609,0.0001790350013427625,0.002189109789145596,2.4413863819467614e-05,0.0003336561388660574,0.00030924227504658977,3.255181842595682e-05,0.0017252463765757115,0.0,4.068977303244603e-05,0.00013020727370382728,0.00025227659280116537,0.0001708970467362733,4.068977303244603e-05,1.627590921297841e-05,0.00028482841122712217,8.951750067138126e-05,0.0,7.324159145840284e-05,0.00021972477437520854,5.6965682245424435e-05,4.068977303244603e-05,0.0,8.137954606489205e-06,0.0,1.627590921297841e-05,8.137954606489205e-06,1.627590921297841e-05,0.0,8.137954606489205e-06,7.324159145840284e-05,8.137954606489206e-05,8.137954606489205e-06,8.137954606489205e-06,0.0,0.0,0.0,0.0006428984139126471,0.0008626231882878558,4.882772763893523e-05,0.00010579340988435967,8.137954606489206e-05,2.4413863819467614e-05,0.00010579340988435967,5.6965682245424435e-05,0.0,0.0,1.627590921297841e-05,0.0,8.137954606489205e-06,8.137954606489205e-06,0.0,0.0,0.0,0.0,6.510363685191364e-05,6.510363685191364e-05,0.0,0.0,0.0,0.0,3.255181842595682e-05,3.255181842595682e-05,0.0,8.137954606489206e-05,1.627590921297841e-05,8.137954606489205e-06,1.627590921297841e-05,4.882772763893523e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.627590921297841e-05,0.0,0.0,1.627590921297841e-05,0.0,3.255181842595682e-05,0.0,8.137954606489205e-06,4.068977303244603e-05,0.0,0.0,8.137954606489205e-06,8.137954606489205e-06,0.0,0.0,0.0,0.0,8.137954606489205e-06,0.0,0.0,8.137954606489205e-06,0.0,3.255181842595682e-05,8.137954606489205e-06,0.0,0.0,8.137954606489205e-06,0.0,1.627590921297841e-05,2.4413863819467614e-05,8.137954606489205e-06,8.137954606489205e-06,0.0,0.0,8.137954606489205e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.137954606489205e-06,0.0,0.0,0.0,0.0,0.0,1.627590921297841e-05,8.137954606489205e-06,8.137954606489205e-06
2C5A,0.2592496521800646,0.003820124036126111,0.09507864267691654,0.06263116938241328,0.029264036597731507,0.1275261159714198,0.12292781852052727,0.00938524300233452,0.02733039356709977,0.0024524253071426887,0.054424977008512745,0.006885655670054472,0.004079515174381588,4.71620251373594e-05,0.18789350814723985,0.0,0.000471620251373594,0.0015799278421015398,0.0002829721508241564,0.0,0.0009196594901785082,0.0003065531633928361,0.0001179050628433985,0.0007074303770603909,0.0,7.07430377060391e-05,0.0,0.0001414860754120782,0.0001179050628433985,2.35810125686797e-05,2.35810125686797e-05,0.0,0.0001650670879807579,0.0,7.07430377060391e-05,0.0001179050628433985,4.71620251373594e-05,2.35810125686797e-05,2.35810125686797e-05,2.35810125686797e-05,0.0,0.0,0.0,0.0,2.35810125686797e-05,0.0,0.0,0.0002829721508241564,7.07430377060391e-05,0.0,2.35810125686797e-05,0.0,0.0,0.0001886481005494376,0.0003772962010988752,0.0,2.35810125686797e-05,0.0001414860754120782,7.07430377060391e-05,4.71620251373594e-05,2.35810125686797e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001414860754120782,7.07430377060391e-05,0.0,2.35810125686797e-05,0.0,0.0,2.35810125686797e-05,4.71620251373594e-05,0.0,4.71620251373594e-05,4.71620251373594e-05,0.0,2.35810125686797e-05,2.35810125686797e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35810125686797e-05,0.0,0.0,0.0,0.0,2.35810125686797e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2C5B,0.18024021858226655,0.009930514139887103,0.1034867754954855,0.03802998571448385,0.03752375140428011,0.10458939543140872,0.11119124561379176,0.0049097793373184834,0.014784815744580519,0.0014077474653610908,0.039583362227985745,0.03754455555401451,0.020478218055228082,1.3869433156266903e-05,0.2876520436609756,0.0,0.0003883441283754733,0.0006379939251882776,0.00032593167917227225,6.934716578133451e-06,0.0001733679144533363,0.00033980111232853914,0.00013175961498453558,0.0017544832942677632,0.0,0.00027045394654720464,0.00011789018182826868,0.0002496497968128043,0.00023578036365653736,9.015131551573487e-05,6.241244920320107e-05,0.0,0.00011789018182826868,0.0,0.0002496497968128043,9.708603209386832e-05,6.934716578133451e-05,0.0,6.241244920320107e-05,2.7738866312533806e-05,0.0,6.934716578133451e-06,1.3869433156266903e-05,6.934716578133451e-06,6.934716578133451e-06,0.0,0.0,0.00027045394654720464,6.934716578133451e-06,2.0804149734400354e-05,0.0,0.0,0.0,0.0004022135615317402,0.0004854301604693416,0.0,6.934716578133451e-06,0.00027738866312533806,7.628188235946797e-05,0.00014562904814080247,0.00010402074867200178,1.3869433156266903e-05,1.3869433156266903e-05,0.0,0.0,0.0,5.547773262506761e-05,6.934716578133451e-06,0.0,0.0,0.0,0.0003467358289066726,0.0001733679144533363,0.0,5.547773262506761e-05,3.467358289066726e-05,0.0,0.00011789018182826868,5.547773262506761e-05,6.934716578133451e-06,6.934716578133451e-05,4.160829946880071e-05,1.3869433156266903e-05,3.467358289066726e-05,1.3869433156266903e-05,1.3869433156266903e-05,0.0,0.0,2.7738866312533806e-05,6.934716578133451e-06,1.3869433156266903e-05,3.467358289066726e-05,6.934716578133451e-06,0.0,6.934716578133451e-06,2.7738866312533806e-05,0.0,0.0,0.0,1.3869433156266903e-05,2.0804149734400354e-05,6.934716578133451e-06,0.0,3.467358289066726e-05,0.0,0.0,4.160829946880071e-05,2.0804149734400354e-05,1.3869433156266903e-05,6.934716578133451e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.934716578133451e-06,0.0,6.934716578133451e-06,0.0,0.0,6.934716578133451e-06,1.3869433156266903e-05,6.934716578133451e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2C10A,0.15731127745935913,0.010779774410018969,0.010351439002998349,0.09128643400575193,0.016368531625430886,0.3207008383135823,0.1776878046790544,0.015246700797519734,0.03910090358373957,0.00798539580231301,0.07110367756542313,0.042180839129459274,0.025506353641870805,0.00010198462071919554,0.005833520305137985,0.0,0.0027841801456340385,0.0017337385522263242,0.00028555693801374753,0.0003365492483733453,0.0005915108001713342,0.00032635078630142576,0.00012238154486303465,0.00032635078630142576,0.0,0.0003977400208048626,0.00014277846900687376,3.059538621575866e-05,2.039692414383911e-05,8.158769657535644e-05,0.0,1.0198462071919555e-05,0.0001121830827911151,0.0,0.00013258000693495422,7.138923450343688e-05,4.079384828767822e-05,1.0198462071919555e-05,4.079384828767822e-05,0.0,0.0,6.119077243151732e-05,2.039692414383911e-05,1.0198462071919555e-05,0.0,1.0198462071919555e-05,0.0,0.0001121830827911151,8.158769657535644e-05,3.059538621575866e-05,1.0198462071919555e-05,0.0,0.0,0.0001121830827911151,0.0,0.0,3.059538621575866e-05,1.0198462071919555e-05,3.059538621575866e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059538621575866e-05,0.0,0.0,0.0,0.0,1.0198462071919555e-05,6.119077243151732e-05,0.0,5.099231035959777e-05,6.119077243151732e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0198462071919555e-05,0.0,2.039692414383911e-05,2.039692414383911e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0198462071919555e-05,0.0,0.0,1.0198462071919555e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0198462071919555e-05,1.0198462071919555e-05,0.0,0.0,0.0,1.0198462071919555e-05,0.0,0.0,0.0,0.0,1.0198462071919555e-05,0.0,0.0,1.0198462071919555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2C10B,0.12464318083637566,0.002058327756930974,0.009580118078555274,0.06292723006683212,0.01789813395224341,0.4574146386914795,0.14813183462225873,0.021743733959019795,0.037981652930364145,0.000355760353049798,0.07070313492634914,0.01735602293807229,0.011511388566539892,0.0,0.003972657275722744,0.0,0.007081325122610264,0.0032103136620446056,0.00047434713739973066,0.0001101162997535089,2.5411453789271284e-05,0.0004574061682068831,0.00011858678434993267,0.00022870308410344155,0.0,0.00023717356869986533,8.470484596423761e-06,8.470484596423761e-06,5.929339217496633e-05,5.082290757854257e-05,0.0,1.6940969192847523e-05,8.470484596423762e-05,0.0,0.00016940969192847524,0.000177880176524899,0.00010164581515708514,0.0,2.5411453789271284e-05,8.470484596423761e-06,0.0,0.0002456440532962891,2.5411453789271284e-05,3.3881938385695045e-05,8.470484596423761e-06,0.0,0.0,5.929339217496633e-05,0.00013552775354278018,1.6940969192847523e-05,8.470484596423761e-06,0.0,0.0,8.470484596423762e-05,3.3881938385695045e-05,1.6940969192847523e-05,8.470484596423761e-06,8.470484596423761e-06,1.6940969192847523e-05,0.0,0.0,0.0,0.0,0.0,8.470484596423761e-06,0.0,6.776387677139009e-05,8.470484596423761e-06,0.0,0.0,0.0,8.470484596423761e-06,1.6940969192847523e-05,0.0,2.5411453789271284e-05,5.929339217496633e-05,0.0,8.470484596423761e-06,0.0,3.3881938385695045e-05,0.0,0.0,3.3881938385695045e-05,1.6940969192847523e-05,8.470484596423761e-06,1.6940969192847523e-05,0.0,0.0,0.0,0.0,0.0,8.470484596423761e-06,0.0,8.470484596423761e-06,0.0,0.0,0.0,0.0,8.470484596423761e-06,0.0,0.0,8.470484596423761e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470484596423761e-06,0.0,8.470484596423761e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1M3A,0.013110758208073272,0.0900949145030838,0.7747257820290283,0.017080917383757433,0.013415444842486243,0.02718174096096318,0.03576836429441962,0.0054289618495402,0.005742881412268715,0.0017080917383757433,0.005447427706171289,0.002899139491080991,0.0009694574731321786,0.0008955940466078221,0.002973002917605348,0.0003323854193596041,0.0002677549211507922,8.309635483990103e-05,0.0008494294050300994,2.7698784946633674e-05,7.386342652435646e-05,3.693171326217823e-05,1.8465856631089116e-05,0.00013849392473316838,0.0,0.0,3.693171326217823e-05,3.693171326217823e-05,1.8465856631089116e-05,1.8465856631089116e-05,3.693171326217823e-05,7.386342652435646e-05,9.232928315544558e-06,9.232928315544558e-06,9.232928315544558e-06,4.616464157772279e-05,0.0,9.232928315544558e-06,0.0,9.232928315544558e-06,0.0,0.0,1.8465856631089116e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.00014772685304871293,1.8465856631089116e-05,0.0,3.693171326217823e-05,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,1.8465856631089116e-05,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,9.232928315544558e-06,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.386342652435646e-05,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1M3B,0.020624446302751308,0.06290828703665373,0.7774695932239876,0.025517681053825583,0.011475504847697033,0.019548100249215508,0.04995901605411537,0.010208728338535672,0.006234527525480423,0.0012833356792157577,0.004495814669768751,0.001987100406527625,0.0007865605775838515,0.0007534422374750577,0.003411189031205756,0.0002897854759519453,0.0002732263058975484,9.10754352991828e-05,0.0013495723594333451,3.3118340108793746e-05,0.00010763460535357968,9.935502032638124e-05,3.3118340108793746e-05,0.00011591419038077812,2.483875508159531e-05,8.279585027198436e-06,3.3118340108793746e-05,3.3118340108793746e-05,0.0,8.279585027198436e-06,1.6559170054396873e-05,0.00023182838076155624,1.6559170054396873e-05,8.279585027198436e-06,2.483875508159531e-05,3.3118340108793746e-05,2.483875508159531e-05,4.967751016319062e-05,0.0,0.0,0.0,0.0,8.279585027198436e-06,0.0,0.0,1.6559170054396873e-05,5.795709519038906e-05,1.6559170054396873e-05,8.279585027198436e-06,0.0,0.0,0.0,0.0,9.10754352991828e-05,8.279585027198436e-06,2.483875508159531e-05,3.3118340108793746e-05,8.279585027198436e-06,0.0,0.0,8.279585027198436e-06,0.0,0.0,1.6559170054396873e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6559170054396873e-05,0.0,0.0,0.0,8.279585027198436e-06,0.0,0.0,0.0,0.0,0.0,8.279585027198436e-06,0.0,0.0,0.0,0.0,0.0,8.279585027198436e-06,0.0,0.0,8.279585027198436e-06,0.0,0.0,0.0,0.0,1.6559170054396873e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.279585027198436e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.967751016319062e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.279585027198436e-06,0.0,0.0,0.0,0.0,0.0,0.0
1M3C,0.01852732813042416,0.10533962482481968,0.7367087956593852,0.022500225002250022,0.012535839644110727,0.030034586060146317,0.04389472466153233,0.00855008550085501,0.004757190429047147,0.0011700117001170011,0.004487187729020147,0.003484320557491289,0.00149144348586343,0.0006428635714928578,0.0030857451431657175,0.0002314308857374288,0.00033428905717628604,7.714362857914294e-05,0.0010157244429587152,3.857181428957147e-05,0.00010285817143885725,6.428635714928577e-05,3.857181428957147e-05,0.00019285907144785735,1.2857271429857156e-05,2.5714542859714312e-05,6.428635714928577e-05,6.428635714928577e-05,2.5714542859714312e-05,2.5714542859714312e-05,1.2857271429857156e-05,0.00016714452858814302,0.0,0.0,0.0,0.0,0.0,1.2857271429857156e-05,1.2857271429857156e-05,1.2857271429857156e-05,0.0,0.0,1.2857271429857156e-05,0.0,0.0,0.0,3.857181428957147e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.428635714928577e-05,3.857181428957147e-05,1.2857271429857156e-05,2.5714542859714312e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857271429857156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857271429857156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857271429857156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857271429857156e-05,0.0,0.0,0.0,0.0,0.0,1.2857271429857156e-05,0.0,0.0
1M5A,0.02117329970023929,0.013735433098074448,0.848305531319379,0.012672880726336613,0.0026261456992544858,0.005183182301160169,0.07584723434031047,0.004008327646230531,0.003101270743527501,0.0003714613982498121,0.003135825292201902,0.003896025363038727,0.0012871569381214419,0.00010366364602320338,0.0022546843010046733,6.047046018020197e-05,0.0002850750265638093,1.7277274337200564e-05,0.0010366364602320338,8.638637168600282e-06,1.7277274337200564e-05,3.455454867440113e-05,3.455454867440113e-05,0.00019868865487780648,0.0,2.5915911505800846e-05,6.910909734880226e-05,6.047046018020197e-05,8.638637168600282e-06,8.638637168600282e-06,0.0,5.183182301160169e-05,0.0,8.638637168600282e-06,1.7277274337200564e-05,4.3193185843001407e-05,2.5915911505800846e-05,8.638637168600282e-06,0.0,0.0,8.638637168600282e-06,0.0,0.0,0.0,0.0,0.0,2.5915911505800846e-05,8.638637168600282e-06,8.638637168600282e-06,8.638637168600282e-06,0.0,0.0,8.638637168600282e-06,9.502500885460309e-05,0.0,0.0,3.455454867440113e-05,0.0,0.0,0.0,8.638637168600282e-06,0.0,0.0,8.638637168600282e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.638637168600282e-06,0.0,8.638637168600282e-06,0.0,0.0,8.638637168600282e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.638637168600282e-06,0.0,8.638637168600282e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.638637168600282e-06,8.638637168600282e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1M5B,0.017381866897294363,0.0076734583131958045,0.8498037120884525,0.01611850193744224,0.002297798014227694,0.003561162974079821,0.08133865811987553,0.005918313704542179,0.0038155317579426653,0.00032220045955960285,0.003340710028065356,0.002653914311635676,0.0007885432299748175,0.0001441423108556118,0.0025436878386284434,2.5436878386284436e-05,0.0003730742163321717,4.239479731047406e-05,0.0010005172165271877,8.478959462094812e-06,3.391583784837925e-05,5.087375677256887e-05,4.239479731047406e-05,0.0002034950270902755,0.0,3.391583784837925e-05,5.087375677256887e-05,5.087375677256887e-05,8.478959462094812e-06,8.478959462094812e-06,8.478959462094812e-06,1.6957918924189624e-05,8.478959462094812e-06,8.478959462094812e-06,3.391583784837925e-05,2.5436878386284436e-05,0.0,0.0,8.478959462094812e-06,0.0,0.0,8.478959462094812e-06,1.6957918924189624e-05,8.478959462094812e-06,0.0,0.0,0.0,8.478959462094812e-06,8.478959462094812e-06,0.0,0.0,0.0,0.0,0.00011022647300723256,8.478959462094812e-06,0.0,0.0,0.0,8.478959462094812e-06,8.478959462094812e-06,0.0,0.0,0.0,1.6957918924189624e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.478959462094812e-06,0.0,0.0,8.478959462094812e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6957918924189624e-05,0.0,0.0,0.0,8.478959462094812e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.478959462094812e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
