sampleID,chao1,shannon,simpson,simpson_e,faith_pd
s2M7B,229.84848484848484,6.928050198530236,0.9883448429494319,0.48201645878431776,13.66152471
s2C10A,353.66666666666663,6.412434899508085,0.9803841263631473,0.3186195076347772,13.704548599999999
s2C10B,272.5769230769231,6.767241508324105,0.985306748395624,0.38451104399802727,13.21062221
s2G10A,236.89473684210526,7.0785491885361,0.989210487988254,0.45882474055504785,14.71578277
s2G10B,235.0909090909091,6.77183390926353,0.9845134779750164,0.3490393386381499,14.782731290000001
s2G10C,187.0,6.557995934747664,0.9841297322253001,0.4345579937304076,11.35360344
s2M10B,220.0,6.616861680358928,0.9815560388932595,0.35436789714491873,11.65685624
s1C20B,220.03571428571428,6.486036724852042,0.9825038664250935,0.3550030123873695,13.398031809999999
s1C20A,179.84375,6.072670152861276,0.9750111717577963,0.2858420200269154,12.50038168
s3G3A,120.5,5.456232997943538,0.962749425701545,0.4130034415403218,6.86547285
s3G3B,112.0,4.984840361302966,0.9351184989610836,0.2201816242991297,7.40607109
s3G3C,100.12,5.587650418014462,0.9674880650981149,0.3618580659027713,7.96425096
s3M3A,132.5,5.355855529345062,0.962211525743434,0.3576093975576551,9.084261040000001
s3M3B,182.05263157894737,5.68578703933377,0.9634870244394054,0.27116360545797885,10.67823208
s3M3C,103.375,5.558122929969086,0.9681873268698061,0.4030001744287458,9.55496376
s3G5A,175.0,4.866569422811494,0.9131460870578638,0.14952709149287485,7.6948402499999995
s3G5B,292.1333333333333,6.981113320762503,0.9870279353077085,0.3688456008131492,14.40582749
s3G5C,317.0285714285714,7.261640557791773,0.9904833071366608,0.43064967153932654,16.168261790000003
s3M5A,287.3571428571429,7.010033745431999,0.9884153224576253,0.4190335824439136,15.14290249
s3M5B,313.3333333333333,7.557917347646086,0.992692016340665,0.49940383101902663,18.27140464
s3M5C,248.6521739130435,6.379954068999727,0.9796770672588355,0.3056242031270777,13.831609230000002
s3G7A,311.03389830508473,7.1316113659481175,0.9863404926664594,0.27730713087855946,17.260060610000004
s3G7B,270.5,7.078073008474168,0.9882521706004667,0.38000940960745044,16.139614599999998
s3G7C,278.77966101694915,6.9057105824036435,0.9803833278062246,0.2187856049775911,16.281013599999998
s3M7A,291.77358490566036,7.013706088955521,0.9855245938268058,0.29026340414887014,16.801902230000003
s3M7B,280.0263157894737,6.861089883414091,0.9858310579010012,0.3511288523411356,14.3213294
s3M7C,319.25,7.511634087238055,0.9916562819807715,0.4190582050406831,19.325791979999998
s3M10A,330.3095238095238,7.36012480357372,0.9911156876877588,0.423150195998934,16.45481978
s3M10B,204.63636363636363,6.4328227227469705,0.9813499437625312,0.3550936507626421,12.19361868
s3M10C,281.1578947368421,6.815400017064672,0.9844497295629797,0.3033375625960701,14.95444207
s3G10A,306.52173913043475,7.230898055829272,0.990118569617196,0.3937740218692348,16.7989915
s3G10B,239.1875,6.864771179095907,0.9870514970828752,0.42433519378049905,13.433071309999999
s2M10A,261.45454545454544,7.045476460640777,0.9882996526305984,0.35760480320030286,16.48705344
s2M10C,224.1,6.570376191736217,0.9816403134810461,0.3222908929956373,13.66739971
