"","OTU","diff.btw","diff.win","effect","wi.ep","wi.eBH","kingdom","phylum","class","order","family","genus","species"
"1","OTU_446",-2.44747041619463,1.67492126530868,-1.36173478750158,0.000497434550743374,0.0386155994158923,"bacteria","bacteroidetes","bacteroidia","bacteroidales","bacteroidaceae","bacteroides","bacteroides spp."
"2","OTU_584",-2.10435551569108,1.4934477360964,-1.51185401907101,0.000176753393665158,0.0284198695503843,"bacteria","bacteroidetes","bacteroidia","bacteroidales","bacteroidaceae","bacteroides","bacteroides spp."
"3","OTU_8",-1.83871970924245,1.39289317152505,-1.37195316399506,0.000208316499676794,0.0293183659681821,"bacteria","bacteroidetes","bacteroidia","bacteroidales","bacteroidaceae","bacteroides","bacteroides spp."
