"","OTU","diff.btw","diff.win","effect","wi.ep","wi.eBH","kingdom","phylum","class","order","family","genus","species"
"1","OTU_12",-4.28496242492885,1.25029120629652,-3.28810556983832,0.000181654283216783,0.0236025432900433,"bacteria","bacteroidetes","bacteroidia","bacteroidales","porphyromonadaceae","paludibacter","paludibacter propionicigenes"
"2","OTU_13",-4.14797898915985,1.09468926278723,-3.65898507058587,0.00017892263986014,0.023482851783633,"bacteria","bacteroidetes","bacteroidia","bacteroidales","bacteroidaceae","bacteroides","bacteroides spp."
"3","OTU_15",-3.76543826501109,1.22389552927778,-3.20988537636225,0.000174825174825175,0.0232652308628871,"bacteria","spirochaetes","spirochaetia","spirochaetales","spirochaetaceae","spirochaeta","spirochaeta spp."
