,opitutus spp.,paludibacter propionicigenes,magnetospirillum sp.,rhodopseudomonas palustris,acetobacter spp.,bacteroides spp.,pleomorphomonas oryzae,afipia sp.,rhodoblastus acidophilus,spirochaeta spp.,citrobacter werkmanii,pontibacter spp.,pontibacter sp.,ruminococcus spp.,eubacterium sp.,desulfovibrio mexicanus,ancalomicrobium spp.,rhodocyclus tenuis,escherichia spp.,rhodoplanes elegans,propionicimonas paludicola,rhodopseudomonas spp.,pleomorphomonas spp.,caulobacter spp.,opitutus terrae,barnesiella viscericola,pontibacter salisaro,phaeospirillum sp.,rhodopseudomonas pangongensis,enterobacter spp.,prolixibacter spp.,cloacibacterium normanense,rhodopseudomonas rhenobacensis,clostridium sp.,pleomorphomonas sp.,citrobacter spp.,bradyrhizobium sp.,acidovorax caeni,fibrobacter spp.,chlorobium spp.,desulfovibrio desulfuricans,bradyrhizobium yuanmingense,bradyrhizobium spp.,rhodopseudomonas sp.,inquilinus spp.,dechloromonas agitata,acidovorax spp.,opitutus sp.,methylocella palustris,beijerinckia spp.,rhodocyclus spp.,bradyrhizobium elkanii,clostridium spp.,ochrobactrum anthropi,nitrospirillum azospirillum amazonense,acinetobacter junii,propionibacterium acnes,brevundimonas sp.,rhizobium petrolearium,escherichia vulneris,brevundimonas spp.,parabacteroides distasonis,nitrobacter hamburgensis,vitis vinifera,methylocystis heyerii,micrococcus luteus,delftia sp.,methylobacillus sp.,rhodobacter capsulatus,pseudomonas veronii,streptococcus salivarius,stenotrophomonas spp.,zoogloea sp.,bordetella hinzii,cytophaga spp.,rhizobium straminoryzae,methanosaeta sp.,pontibacter korlensis,bacteroides fragilis,sphingobium yanoikuyae,rhodothermus spp.,rhodovibrio sodomensis,rhizobium sp.,enterobacter sp.,gemmatimonas spp.,bacteroides caccae,eubacterium rectale,citrobacter sp.,pseudomonas spp.,hydrogenophaga spp.,atopostipes sp.,rhodovibrio spp.,ochrobactrum intermedium,pseudochrobactrum kiredjianiae,steroidobacter spp.,oligotropha carboxidovorans,salinibacter spp.,pantoea agglomerans,chelatococcus spp.,streptococcus sanguinis,afipia broomeae,prevotella sp.,thioalkalivibrio spp.,methyloligella halotolerans,rhodopseudomonas oryzae,porphyromonas spp.,methylocella silvestris,rhodoplanes spp.,sphingobacterium spp.,nitrobacter spp.,spirosoma spp.,pseudomonas sp.,hartmannibacter stappia sp.,aquabacterium spp.,neisseria perflava,tumebacillus sp.,staphylococcus aureus,phyllobacterium sp.,lactobacillus iners,roseburia spp.,paenibacillus spp.,streptococcus thermophilus,stenoxybacter spp.,elizabethkingia meningoseptica,oribacterium sinus,flexithrix dorotheae,methylococcus capsulatus,flavobacterium sp.,prevotella spp.,methylopila sp.,acinetobacter lwoffii,parabacteroides spp.,enhydrobacter aerosaccus,prevotella pallens,fusobacterium nucleatum,burkholderia ubonensis,aeromonas spp.,methylocystis sp.,corynebacterium tuberculostearicum,sphingomonas faeni,prevotella nanceiensis,lactobacillus helveticus,bacillus thermoamylovorans,bosea spp.,corynebacterium durum,rubrivivax gelatinosus,anaerococcus hydrogenalis,globicatella spp.,finegoldia magna,dietzia spp.,granulicatella elegans,actinomyces marimammalium,veillonella dispar
1C20A,0.10888437523508614,0.09504250357330926,0.08736929210862861,0.21018581208154669,0.051967200782366656,0.1565184683668096,0.07065372752576544,0.06728353268637628,0.03996088166704281,0.04036711050929061,0.013209960129391409,0.02751824268411946,0.01745279470397954,0.0012788685774467764,0.005762431354848416,1.5045512675844429e-05,0.0009027307605506658,0.0005566839690062439,0.00018054615211013315,0.00018054615211013315,0.0010682313999849544,0.0010080493492815768,0.00018054615211013315,0.0004513653802753329,0.0,0.000315955766192733,4.513653802753329e-05,7.522756337922214e-05,4.513653802753329e-05,4.513653802753329e-05,4.513653802753329e-05,1.5045512675844429e-05,4.513653802753329e-05,3.0091025351688858e-05,0.00010531858873091101,4.513653802753329e-05,0.00012036410140675543,0.0,7.522756337922214e-05,3.0091025351688858e-05,0.0,1.5045512675844429e-05,0.00012036410140675543,0.00010531858873091101,3.0091025351688858e-05,0.0,0.0,6.0182050703377715e-05,1.5045512675844429e-05,1.5045512675844429e-05,1.5045512675844429e-05,0.0,0.0,9.027307605506658e-05,1.5045512675844429e-05,0.0,3.0091025351688858e-05,0.0,3.0091025351688858e-05,0.0,0.0,1.5045512675844429e-05,1.5045512675844429e-05,0.0,3.0091025351688858e-05,0.0,0.0,0.0,0.0,3.0091025351688858e-05,1.5045512675844429e-05,0.0,0.0,0.0,3.0091025351688858e-05,0.0,1.5045512675844429e-05,6.0182050703377715e-05,7.522756337922214e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.5045512675844429e-05,0.0,0.0,1.5045512675844429e-05,0.0,1.5045512675844429e-05,0.0,0.0,0.0,0.0,0.0,4.513653802753329e-05,0.0,0.0,0.0,0.0,1.5045512675844429e-05,0.0,0.0,0.0,1.5045512675844429e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.5045512675844429e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2C3A,0.1445752595862971,0.0071130733382389014,0.3757419671326956,0.03776469626359251,0.0060093205788570025,0.06270950862562341,0.10792249202845229,0.006238247077099174,0.00790614013572071,0.0008911781538713106,0.027438476003597417,0.015697817022320332,0.006557108985365056,2.452783909737552e-05,0.1814487776960183,4.08797318289592e-05,0.00022892649824217154,0.0001635189273158368,0.0011037527593818985,3.270378546316736e-05,0.0028534052816613525,0.00035974164009484097,7.358351729212656e-05,0.002289264982421715,8.17594636579184e-06,8.17594636579184e-05,0.00014716703458425313,0.00033521380099746546,0.00019622271277900416,2.452783909737552e-05,2.452783909737552e-05,4.905567819475104e-05,5.7231624560542886e-05,0.0,5.7231624560542886e-05,8.993541002371024e-05,7.358351729212656e-05,8.17594636579184e-06,8.17594636579184e-06,0.0,0.0,0.0,1.635189273158368e-05,0.0,0.0,0.0,8.17594636579184e-06,0.0002616302837053389,8.17594636579184e-06,8.17594636579184e-06,8.17594636579184e-06,0.0,0.0,0.0007194832801896819,0.0014961981849399067,1.635189273158368e-05,4.905567819475104e-05,0.00021257460551058784,4.905567819475104e-05,7.358351729212656e-05,8.17594636579184e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.811135638950208e-05,0.00014716703458425313,0.0,2.452783909737552e-05,2.452783909737552e-05,0.0,3.270378546316736e-05,4.905567819475104e-05,0.0,3.270378546316736e-05,1.635189273158368e-05,2.452783909737552e-05,8.17594636579184e-06,1.635189273158368e-05,0.0,0.0,0.0,2.452783909737552e-05,0.0,8.17594636579184e-06,0.0,8.17594636579184e-06,0.0,0.0,8.17594636579184e-06,0.0,0.0,0.0,8.17594636579184e-06,3.270378546316736e-05,0.0,0.0,0.0,0.0,0.0,8.17594636579184e-06,0.0,8.17594636579184e-06,0.0,0.0,0.0,0.0,2.452783909737552e-05,0.0,0.0,1.635189273158368e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17594636579184e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.17594636579184e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17594636579184e-06,0.0,0.0,0.0
2C3B,0.13729319759445976,0.00521634400201818,0.475297640845357,0.040892556334073876,0.004947795870869038,0.055573187503560294,0.05506864252988615,0.006355639103863024,0.0067299789230406155,0.0008544713263836332,0.06291350308830351,0.012068390257399315,0.004825728538528519,2.4413466468103806e-05,0.12211615927345523,3.255128862413841e-05,0.0007079905275750104,0.00017903208743276126,0.002189074159973308,2.4413466468103806e-05,0.0003336507083974187,0.00030923724192931487,3.255128862413841e-05,0.0017252182970793357,0.0,4.068911078017301e-05,0.00013020515449655364,0.00025227248683707266,0.00017089426527672663,4.068911078017301e-05,1.6275644312069205e-05,0.00028482377546121105,8.951604371638063e-05,0.0,7.324039940431142e-05,0.00021972119821293424,5.696475509224222e-05,4.068911078017301e-05,0.0,8.137822156034603e-06,0.0,1.6275644312069205e-05,8.137822156034603e-06,1.6275644312069205e-05,0.0,8.137822156034603e-06,7.324039940431142e-05,8.137822156034602e-05,8.137822156034603e-06,8.137822156034603e-06,0.0,0.0,0.0,0.0006428879503267335,0.0008626091485396678,4.882693293620761e-05,0.00010579168802844982,8.137822156034602e-05,2.4413466468103806e-05,0.00010579168802844982,5.696475509224222e-05,0.0,0.0,1.6275644312069205e-05,0.0,8.137822156034603e-06,0.0,0.0,0.0,8.137822156034603e-06,0.0,0.0,0.0,0.0,6.510257724827682e-05,6.510257724827682e-05,0.0,0.0,0.0,0.0,3.255128862413841e-05,3.255128862413841e-05,0.0,8.137822156034602e-05,1.6275644312069205e-05,8.137822156034603e-06,1.6275644312069205e-05,4.882693293620761e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.6275644312069205e-05,0.0,0.0,1.6275644312069205e-05,0.0,3.255128862413841e-05,0.0,8.137822156034603e-06,4.068911078017301e-05,0.0,0.0,8.137822156034603e-06,8.137822156034603e-06,0.0,0.0,0.0,0.0,8.137822156034603e-06,0.0,0.0,8.137822156034603e-06,0.0,3.255128862413841e-05,8.137822156034603e-06,0.0,0.0,8.137822156034603e-06,0.0,1.6275644312069205e-05,2.4413466468103806e-05,8.137822156034603e-06,8.137822156034603e-06,0.0,0.0,8.137822156034603e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.137822156034603e-06,0.0,0.0,0.0,0.0,0.0,1.6275644312069205e-05,8.137822156034603e-06,8.137822156034603e-06,0.0,8.137822156034603e-06,0.0,0.0,8.137822156034603e-06,0.0,0.0,0.0
2C5A,0.2592496521800646,0.003820124036126111,0.09507864267691654,0.06263116938241328,0.029264036597731507,0.1275261159714198,0.12292781852052727,0.00938524300233452,0.02733039356709977,0.0024524253071426887,0.054424977008512745,0.006885655670054472,0.004079515174381588,4.71620251373594e-05,0.18789350814723985,0.0,0.000471620251373594,0.0015799278421015398,0.0002829721508241564,0.0,0.0009196594901785082,0.0003065531633928361,0.0001179050628433985,0.0007074303770603909,0.0,7.07430377060391e-05,0.0,0.0001414860754120782,0.0001179050628433985,2.35810125686797e-05,2.35810125686797e-05,0.0,0.0001650670879807579,0.0,7.07430377060391e-05,0.0001179050628433985,4.71620251373594e-05,2.35810125686797e-05,2.35810125686797e-05,2.35810125686797e-05,0.0,0.0,0.0,0.0,2.35810125686797e-05,0.0,0.0,0.0002829721508241564,7.07430377060391e-05,0.0,2.35810125686797e-05,0.0,0.0,0.0001886481005494376,0.0003772962010988752,0.0,2.35810125686797e-05,0.0001414860754120782,7.07430377060391e-05,4.71620251373594e-05,2.35810125686797e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001414860754120782,7.07430377060391e-05,0.0,2.35810125686797e-05,0.0,0.0,2.35810125686797e-05,4.71620251373594e-05,0.0,4.71620251373594e-05,4.71620251373594e-05,0.0,2.35810125686797e-05,2.35810125686797e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35810125686797e-05,0.0,0.0,0.0,0.0,2.35810125686797e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2C5B,0.18024021858226655,0.009930514139887103,0.1034867754954855,0.03802998571448385,0.03752375140428011,0.10458939543140872,0.11119124561379176,0.0049097793373184834,0.014784815744580519,0.0014077474653610908,0.039583362227985745,0.03754455555401451,0.020478218055228082,1.3869433156266903e-05,0.2876520436609756,0.0,0.0003883441283754733,0.0006379939251882776,0.00032593167917227225,6.934716578133451e-06,0.0001733679144533363,0.00033980111232853914,0.00013175961498453558,0.0017544832942677632,0.0,0.00027045394654720464,0.00011789018182826868,0.0002496497968128043,0.00023578036365653736,9.015131551573487e-05,6.241244920320107e-05,0.0,0.00011789018182826868,0.0,0.0002496497968128043,9.708603209386832e-05,6.934716578133451e-05,0.0,6.241244920320107e-05,2.7738866312533806e-05,0.0,6.934716578133451e-06,1.3869433156266903e-05,6.934716578133451e-06,6.934716578133451e-06,0.0,0.0,0.00027045394654720464,6.934716578133451e-06,2.0804149734400354e-05,0.0,0.0,0.0,0.0004022135615317402,0.0004854301604693416,0.0,6.934716578133451e-06,0.00027738866312533806,7.628188235946797e-05,0.00014562904814080247,0.00010402074867200178,1.3869433156266903e-05,1.3869433156266903e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.547773262506761e-05,6.934716578133451e-06,0.0,0.0,0.0,0.0003467358289066726,0.0001733679144533363,0.0,5.547773262506761e-05,3.467358289066726e-05,0.0,0.00011789018182826868,5.547773262506761e-05,6.934716578133451e-06,6.934716578133451e-05,4.160829946880071e-05,1.3869433156266903e-05,3.467358289066726e-05,1.3869433156266903e-05,1.3869433156266903e-05,0.0,0.0,2.7738866312533806e-05,6.934716578133451e-06,1.3869433156266903e-05,3.467358289066726e-05,6.934716578133451e-06,0.0,6.934716578133451e-06,2.7738866312533806e-05,0.0,0.0,0.0,1.3869433156266903e-05,2.0804149734400354e-05,6.934716578133451e-06,0.0,3.467358289066726e-05,0.0,0.0,4.160829946880071e-05,2.0804149734400354e-05,1.3869433156266903e-05,6.934716578133451e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.934716578133451e-06,0.0,6.934716578133451e-06,0.0,0.0,6.934716578133451e-06,1.3869433156266903e-05,6.934716578133451e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2C10A,0.15731127745935913,0.010779774410018969,0.010351439002998349,0.09128643400575193,0.016368531625430886,0.3207008383135823,0.1776878046790544,0.015246700797519734,0.03910090358373957,0.00798539580231301,0.07110367756542313,0.042180839129459274,0.025506353641870805,0.00010198462071919554,0.005833520305137985,0.0,0.0027841801456340385,0.0017337385522263242,0.00028555693801374753,0.0003365492483733453,0.0005915108001713342,0.00032635078630142576,0.00012238154486303465,0.00032635078630142576,0.0,0.0003977400208048626,0.00014277846900687376,3.059538621575866e-05,2.039692414383911e-05,8.158769657535644e-05,0.0,1.0198462071919555e-05,0.0001121830827911151,0.0,0.00013258000693495422,7.138923450343688e-05,4.079384828767822e-05,1.0198462071919555e-05,4.079384828767822e-05,0.0,0.0,6.119077243151732e-05,2.039692414383911e-05,1.0198462071919555e-05,0.0,1.0198462071919555e-05,0.0,0.0001121830827911151,8.158769657535644e-05,3.059538621575866e-05,1.0198462071919555e-05,0.0,0.0,0.0001121830827911151,0.0,0.0,3.059538621575866e-05,1.0198462071919555e-05,3.059538621575866e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059538621575866e-05,0.0,0.0,0.0,0.0,1.0198462071919555e-05,6.119077243151732e-05,0.0,5.099231035959777e-05,6.119077243151732e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0198462071919555e-05,0.0,2.039692414383911e-05,2.039692414383911e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0198462071919555e-05,0.0,0.0,1.0198462071919555e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0198462071919555e-05,1.0198462071919555e-05,0.0,0.0,0.0,1.0198462071919555e-05,0.0,0.0,0.0,0.0,1.0198462071919555e-05,0.0,0.0,1.0198462071919555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2C10B,0.12464318083637566,0.002058327756930974,0.009580118078555274,0.06292723006683212,0.01789813395224341,0.4574146386914795,0.14813183462225873,0.021743733959019795,0.037981652930364145,0.000355760353049798,0.07070313492634914,0.01735602293807229,0.011511388566539892,0.0,0.003972657275722744,0.0,0.007081325122610264,0.0032103136620446056,0.00047434713739973066,0.0001101162997535089,2.5411453789271284e-05,0.0004574061682068831,0.00011858678434993267,0.00022870308410344155,0.0,0.00023717356869986533,8.470484596423761e-06,8.470484596423761e-06,5.929339217496633e-05,5.082290757854257e-05,0.0,1.6940969192847523e-05,8.470484596423762e-05,0.0,0.00016940969192847524,0.000177880176524899,0.00010164581515708514,0.0,2.5411453789271284e-05,8.470484596423761e-06,0.0,0.0002456440532962891,2.5411453789271284e-05,3.3881938385695045e-05,8.470484596423761e-06,0.0,0.0,5.929339217496633e-05,0.00013552775354278018,1.6940969192847523e-05,8.470484596423761e-06,0.0,0.0,8.470484596423762e-05,3.3881938385695045e-05,1.6940969192847523e-05,8.470484596423761e-06,8.470484596423761e-06,1.6940969192847523e-05,0.0,0.0,0.0,0.0,0.0,8.470484596423761e-06,0.0,0.0,0.0,0.0,6.776387677139009e-05,8.470484596423761e-06,0.0,0.0,0.0,8.470484596423761e-06,1.6940969192847523e-05,0.0,2.5411453789271284e-05,5.929339217496633e-05,0.0,8.470484596423761e-06,0.0,3.3881938385695045e-05,0.0,0.0,3.3881938385695045e-05,1.6940969192847523e-05,8.470484596423761e-06,1.6940969192847523e-05,0.0,0.0,0.0,0.0,0.0,8.470484596423761e-06,0.0,8.470484596423761e-06,0.0,0.0,0.0,0.0,8.470484596423761e-06,0.0,0.0,8.470484596423761e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470484596423761e-06,0.0,8.470484596423761e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1M3A,0.013110758208073272,0.0900949145030838,0.7747257820290283,0.017080917383757433,0.013415444842486243,0.02718174096096318,0.03576836429441962,0.0054289618495402,0.005742881412268715,0.0017080917383757433,0.005447427706171289,0.002899139491080991,0.0009694574731321786,0.0008955940466078221,0.002973002917605348,0.0003323854193596041,0.0002677549211507922,8.309635483990103e-05,0.0008494294050300994,2.7698784946633674e-05,7.386342652435646e-05,3.693171326217823e-05,1.8465856631089116e-05,0.00013849392473316838,0.0,0.0,3.693171326217823e-05,3.693171326217823e-05,1.8465856631089116e-05,1.8465856631089116e-05,3.693171326217823e-05,7.386342652435646e-05,9.232928315544558e-06,9.232928315544558e-06,9.232928315544558e-06,4.616464157772279e-05,0.0,9.232928315544558e-06,0.0,9.232928315544558e-06,0.0,0.0,1.8465856631089116e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.00014772685304871293,1.8465856631089116e-05,0.0,3.693171326217823e-05,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,1.8465856631089116e-05,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,9.232928315544558e-06,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.386342652435646e-05,0.0,9.232928315544558e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1M3B,0.020623080298376482,0.06290412047654136,0.777418099629927,0.025515990959291978,0.011474744798695223,0.0195468055337081,0.04995570715391557,0.01020805219104705,0.006234114598425327,0.0012832506809507646,0.004495516901653324,0.0019869687963108614,0.0007865084818730493,0.0007533923352678682,0.003410963100333645,0.0002897662827953339,0.0002732082094927434,9.106940316424781e-05,0.0013494829741611267,3.3116146605181024e-05,0.00010762747646683832,9.934843981554306e-05,3.3116146605181024e-05,0.00011590651311813358,2.4837109953885765e-05,8.279036651295256e-06,3.3116146605181024e-05,3.3116146605181024e-05,0.0,8.279036651295256e-06,1.6558073302590512e-05,0.00023181302623626716,1.6558073302590512e-05,8.279036651295256e-06,2.4837109953885765e-05,3.3116146605181024e-05,2.4837109953885765e-05,4.967421990777153e-05,0.0,0.0,0.0,0.0,8.279036651295256e-06,0.0,0.0,1.6558073302590512e-05,5.795325655906679e-05,1.6558073302590512e-05,8.279036651295256e-06,0.0,0.0,0.0,0.0,9.106940316424781e-05,8.279036651295256e-06,2.4837109953885765e-05,3.3116146605181024e-05,8.279036651295256e-06,0.0,0.0,8.279036651295256e-06,0.0,0.0,1.6558073302590512e-05,0.0,0.0,8.279036651295256e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6558073302590512e-05,0.0,0.0,0.0,8.279036651295256e-06,0.0,0.0,0.0,0.0,0.0,8.279036651295256e-06,0.0,0.0,0.0,0.0,0.0,8.279036651295256e-06,0.0,0.0,8.279036651295256e-06,0.0,0.0,0.0,0.0,1.6558073302590512e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.279036651295256e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.967421990777153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.279036651295256e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.279036651295256e-06,2.4837109953885765e-05,0.0,0.0,8.279036651295256e-06,0.0,8.279036651295256e-06,8.279036651295256e-06
1M3C,0.018526613525327848,0.10533556184109026,0.7366803805605554,0.022499357161223966,0.012535356132681924,0.03003342761635382,0.04389303162766778,0.008549755721265108,0.004757006942658781,0.0011699665723836463,0.004487014656724094,0.0034841861661095395,0.0014913859604011315,0.0006428387760349704,0.0030856261249678583,0.00023142195937258937,0.0003342761635381846,7.714065312419645e-05,0.0010156852661352533,3.857032656209822e-05,0.00010285420416559527,6.428387760349704e-05,3.857032656209822e-05,0.00019285163281049114,1.2856775520699408e-05,2.5713551041398816e-05,6.428387760349704e-05,6.428387760349704e-05,2.5713551041398816e-05,2.5713551041398816e-05,1.2856775520699408e-05,0.0001671380817690923,0.0,0.0,0.0,0.0,0.0,1.2856775520699408e-05,1.2856775520699408e-05,1.2856775520699408e-05,0.0,0.0,1.2856775520699408e-05,0.0,0.0,0.0,3.857032656209822e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.428387760349704e-05,3.857032656209822e-05,1.2856775520699408e-05,2.5713551041398816e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2856775520699408e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2856775520699408e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2856775520699408e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2856775520699408e-05,0.0,0.0,0.0,0.0,0.0,1.2856775520699408e-05,0.0,0.0,0.0,0.0,2.5713551041398816e-05,0.0,0.0,0.0,1.2856775520699408e-05,0.0
1M5A,0.02117329970023929,0.013735433098074448,0.848305531319379,0.012672880726336613,0.0026261456992544858,0.005183182301160169,0.07584723434031047,0.004008327646230531,0.003101270743527501,0.0003714613982498121,0.003135825292201902,0.003896025363038727,0.0012871569381214419,0.00010366364602320338,0.0022546843010046733,6.047046018020197e-05,0.0002850750265638093,1.7277274337200564e-05,0.0010366364602320338,8.638637168600282e-06,1.7277274337200564e-05,3.455454867440113e-05,3.455454867440113e-05,0.00019868865487780648,0.0,2.5915911505800846e-05,6.910909734880226e-05,6.047046018020197e-05,8.638637168600282e-06,8.638637168600282e-06,0.0,5.183182301160169e-05,0.0,8.638637168600282e-06,1.7277274337200564e-05,4.3193185843001407e-05,2.5915911505800846e-05,8.638637168600282e-06,0.0,0.0,8.638637168600282e-06,0.0,0.0,0.0,0.0,0.0,2.5915911505800846e-05,8.638637168600282e-06,8.638637168600282e-06,8.638637168600282e-06,0.0,0.0,8.638637168600282e-06,9.502500885460309e-05,0.0,0.0,3.455454867440113e-05,0.0,0.0,0.0,8.638637168600282e-06,0.0,0.0,8.638637168600282e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.638637168600282e-06,0.0,8.638637168600282e-06,0.0,0.0,8.638637168600282e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.638637168600282e-06,0.0,8.638637168600282e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.638637168600282e-06,8.638637168600282e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
