,3G3A,3G3B,3G3C,3G5A,3G5B,3G5C,3G7A,3G7B,3G7C,3G10A,3G10B
0,-0.40113518699618833,-0.03228256941225679,0.007963013062577727,-0.4459796511235177,0.10729768995443907,-0.6410740507507129,0.2578381164491339,-0.11722042935898672,0.18682556823428104,-0.1027832605466693,-0.3015113445777636
1,0.09321107199231297,-0.05625871065133323,-0.5719350201277983,-0.3638654907052792,0.16366057622201519,0.28540985740673736,-0.5045850064767321,0.17032262806778756,-0.20679670925630225,-0.05572722659068328,0.3015113445777639
2,0.2175032423707643,-0.04707681071242254,0.037360582762081346,0.40723078073332397,-0.054266956688697576,0.1047153206275061,0.5150762835614547,0.46268517911687995,-0.2194572168608599,0.3884346492843778,-0.30151134457776324
3,-0.2872410463300316,-0.06516495013459167,-0.03181032406265698,-0.5819566561663883,-0.06419795735033595,0.1023411139407865,-0.411684534800919,-0.2706847951624965,0.31717408347626896,0.35313266375222446,0.3015113445777603
4,-0.21452675801723264,0.12259854288054994,-0.12293822580803498,-0.6659236172006489,0.18417263057322705,-0.13478131725140824,0.2371380628328317,0.14492423202419782,-0.0531763742086599,0.5810922957836592,0.10276554807159692
5,-0.12967502960903657,0.10612480602704095,-0.44781917243419156,0.022889032477456238,0.12759310660721276,-0.22630313772959254,0.7832025803409239,-0.07272073746678802,-0.24691681520469194,-0.11556411845249066,0.10171192466646996
6,-0.15020158691382468,-0.07273109329873435,0.13764223840122425,-0.30311629160408665,0.1260874382654706,-0.09446519497232568,0.019563768030431684,-0.5363079978644323,0.3900489082213747,-0.6183588050465061,0.11827219454539677
7,-0.0988925552202171,0.15226274718818145,-0.05788197201001722,-0.4159480425209857,-0.0819323046527704,0.12678082150075734,0.12573084853371205,-0.14571618280557003,-0.1561869371512094,-0.020094466658656593,0.8402662335250595
8,-0.9297997660438647,-0.18096006328540992,0.10870492008839548,0.18887320248795153,0.0845599751213255,0.1107795944125658,0.02406669904148648,0.09616980279363578,0.1080966262338735,0.08455997512132551,0.08455997512132551
9,-0.11621179171462136,-0.19243471600211373,-0.9733487390748535,-0.04355468150064397,-0.0016562880241600287,-0.0008688142504406975,-0.00086881425044075,0.006039193167153666,-0.01080217142511003,-0.0008688142504407766,-0.0008688142504407795
10,-0.10628215461734641,-0.09437226187770803,0.8201499818819804,-0.4102470520465392,-0.10955611538265043,-0.10955611538265043,-0.10955611538265043,0.00981928593312621,0.28060686527448286,-0.10955611538265043,-0.10955611538265043
11,-0.1344282383946585,0.12645425484503847,-0.15820697145693183,-0.15820697145693183,-0.15820697145693183,-0.15820697145693177,0.2163946759845396,-0.15820697145693177,0.8551306355884943,0.1941304600824204,-0.15820697145693177
12,0.555492696174959,0.1589943074082996,0.2664398170158707,0.2664398170158707,-0.21103136007803266,0.2664398170158707,-0.4375988945977135,0.2664398170158707,0.2664398170158708,-0.06465748734524042,0.2664398170158708
13,-0.13513451063435503,-0.11165777611939673,-0.10147339069312072,-0.10147339069312074,-0.10147339069312074,-0.10147339069312075,0.9476205983248908,-0.05608570892442539,-0.0797477638554994,-0.10147339069312075,-0.10147339069312075
