,2M3A,2M3B,2M3C,2M5A,2M5B,2M7A,2M7B,2M10A,2M10B,2M10C
0,-0.16300660688207547,0.2550494166174167,0.5146747939851992,-0.4034263821718946,-0.28427952086407243,-0.4807574396047444,0.10380669418727609,-0.1136597052171999,0.2123646197786483,-0.31622776601683805
1,0.1678242582366565,0.023933361336712144,-0.0983314544153604,0.3538714544281601,0.3984522275276423,0.09826740508131843,0.7095269243291902,-0.2539044813039646,-0.007178361823592533,0.31622776601683705
2,0.28031912643973633,-0.27171265484608254,-0.7787236321922432,0.24439584817859458,-0.0857739429668013,0.22827121439429762,-0.05233011554709409,0.08037661995518393,0.11309215695718997,-0.31622776601683783
3,-0.11536410461761945,-0.2790147090240316,0.4315621662763096,-0.22622721519117234,-0.325542418584273,0.3716556449287623,0.44254429414886054,0.39530591804910165,0.0540216785340435,0.26885109572893967
4,-0.9195295453681175,0.2063300558342726,0.02084412770540971,0.10704599756520831,-0.12932139696874373,0.11181421112237352,0.07586313296038931,0.2337355606157373,0.03350788069876076,0.09624579559280867
5,-0.17041311230522846,-0.1973522862928887,-0.5422425393860836,0.040370232713716044,0.058144281053241105,-0.014618956290469285,-0.029923571206569594,-0.027692427794116153,-0.028848867157378482,0.7938927508995248
6,-0.35603206134712073,-0.01957610593004175,-0.41954300357896357,-0.22195394537537283,-0.12464689046182599,0.431418876781632,-0.058673875044669144,0.6450920274308384,0.1567909634070357,-0.04182359896951953
7,-0.10540925533894632,0.9931957824393784,0.04950784416150131,-3.924908388534505e-17,5.161465670005983e-16,-3.924908388534505e-17,-6.993035405812123e-17,-6.609519528652421e-17,-9.294130668770335e-17,-8.875006676578042e-17
8,-0.06925453393259634,0.4171577586246695,-0.0665440414084699,0.4038805507910299,-0.4969440683897396,0.49940698754651003,0.35329009190851707,-0.1536383771786324,-0.0665440414084699,-0.0665440414084699
9,0.3898474946655609,-0.0351909918565987,0.29756099994222324,0.24893590982494562,0.39079133491075374,0.21575902418361811,-0.28761349054905444,0.3813929475332328,-0.387057133566858,-0.34496918722004466
10,0.15799904032852938,-0.39016161478446776,-0.08593725899017819,0.19853842906021946,-0.6644323965527646,0.2619798665608488,0.06785027258358556,-0.12934963661616525,0.3305789950836452,0.3678126931776439
11,-0.10540925533894632,-0.9937111281226656,-0.021319725093773348,-0.011787111944799724,-0.011787111944799722,-0.01178711194479972,-0.011787111944799719,-0.011787111944799717,-0.011787111944799715,-0.011787111944799714
12,-0.6586946722021583,-0.7506016416643105,0.013072400074566845,0.013072400074566845,0.013072400074566845,0.039016545687269734,0.013072400074566845,0.013072400074566845,0.013072400074566845,0.013072400074566845
