,1M3A,1M3B,1M3C,1M5A,1M5B,1M5C,1M7A,1M7B,1M7C,1M10A,1M10B,1M10C
0,0.12135562136161325,0.13158532872950138,-0.19498643360886564,-0.010534803386579184,-0.2249737483153257,-0.11754077391156782,0.37910450339818685,0.1658447385843924,-0.4717724872578197,0.08103354531681703,0.6178225082854483,0.28867513459481287
1,-0.0580575077440283,0.6171505330497888,-0.33297522900948334,0.5422619255187641,0.007038348021911591,-0.15212424243642514,-0.26747613726245284,-0.08297730771869438,0.0564239733008473,-0.14143214963476886,0.0519033160998371,0.2886751345948138
2,0.06296639252457002,-0.4305911054881039,0.2092603055401221,0.12839561315288472,-0.2576036879008322,-0.2236855707986183,-0.3055066923918178,0.04852950995259121,0.6707546151886025,-0.07023191701553926,0.009448174504114863,0.2886751345948161
3,-0.22754866661459458,-0.013180857372144375,-0.14663066978221706,-0.17914630189843384,-0.14677507267489226,-0.2540229090599849,-0.006380495815598994,0.06127685483489643,0.15524117367232157,-0.5887423745172202,-0.42976682526750043,0.4991701763016505
4,-0.9574271077563383,-0.2886751345948129,-1.0818464151345062e-16,1.377527209916337e-17,2.3599531992046298e-20,-1.9829657697113882e-17,-1.0307228492147861e-17,-6.466756647045058e-18,-6.466756647045058e-18,-3.0711618907067547e-18,3.720027621969852e-18,-1.763332290096337e-17
5,-0.19690331505728692,0.6555265694750293,-0.055731926119224916,0.25297390957874705,0.24930019402516118,0.26492320861018737,0.054224212939128213,0.054224212939128213,-0.42965276945634223,0.22806186921882748,0.2943514009041601,0.054224212939128234
6,-0.0870388279778489,0.9061362610166479,-0.41393395475004474,-7.962160607166355e-17,-8.71644531684295e-17,-1.4682942455408308e-16,-1.3928657745731714e-16,-1.3551515390893416e-16,-1.3174373036055119e-16,-2.2440865779455586e-16,-2.1969437835907712e-16,-2.237308524060818e-16
7,-0.0870388279778489,-0.9307157572366522,0.07546035370071044,0.2737590853833354,0.07546035370071043,0.07546035370071044,0.07546035370071046,0.07546035370071047,0.07546035370071048,0.0754603537007105,0.07546035370071051,0.07546035370071054
8,-0.18174349556623737,-0.2450329998693997,-0.0680518590751711,-0.1371706555477801,-0.013579923155868916,-0.13882319664379408,0.9145710819556024,-0.08092911910601305,-0.09737372107842505,0.0036576362788871076,-0.03743721116346446,-0.10069082073273043
9,-0.08703882797784913,-0.9854661094500553,-0.04388409117927281,-0.04388409117927281,-0.04388409117927279,-0.04388409117927279,-0.04388409117927279,-0.04388409117927278,-0.04388409117927278,-0.06283683968770154,-0.043884091179272784,-0.043884091179272784
